org_file_name,bright,create_time,farm_id,house_id,module_id,weight_prediction_count,weight_prediction_pixel_mean,weight_prediction_weight,weight_prediction_status
FA0002_GW01_H01_0001_20211121094720_farm_image_real_03d308a64414.jpg,yes,2021-11-21 09:47:20,FA0002,H01,1,6.0,8827.0,1953.2,success
FA0002_GW01_H01_0001_20211121095932_farm_image_real_54af82614a9a.jpg,yes,2021-11-21 09:59:32,FA0002,H01,1,2.0,9740.0,2158.4,success
FA0002_GW01_H01_0001_20211121101139_farm_image_real_87c7c198410b.jpg,yes,2021-11-21 10:11:39,FA0002,H01,1,7.0,9746.0,2159.8,success
FA0002_GW01_H01_0001_20211121103529_farm_image_real_ad8a35c0496f.jpg,yes,2021-11-21 10:35:29,FA0002,H01,1,2.0,8390.0,1854.9,success
FA0002_GW01_H01_0001_20211121105051_farm_image_real_77ed9aa840ec.jpg,yes,2021-11-21 10:50:51,FA0002,H01,1,2.0,9525.0,2110.1,success
FA0002_GW01_H01_0001_20211121115126_farm_image_real_85f4cc284cf4.jpg,no,2021-11-21 11:51:26,FA0002,H01,1,3.0,8791.0,1945.1,success
FA0002_GW01_H01_0001_20211121123548_farm_image_real_c43454f04f0b.jpg,no,2021-11-21 12:35:48,FA0002,H01,1,1.0,10386.0,2303.6,success
FA0002_GW01_H01_0001_20211121124604_farm_image_real_5e69e00e40c6.jpg,no,2021-11-21 12:46:04,FA0002,H01,1,3.0,9486.0,2101.3,success
FA0002_GW01_H01_0001_20211121125709_farm_image_real_41ac6db348e0.jpg,no,2021-11-21 12:57:09,FA0002,H01,1,1.0,10446.0,2317.1,success
FA0002_GW01_H01_0001_20211121130804_farm_image_real_583307c44eed.jpg,no,2021-11-21 13:08:04,FA0002,H01,1,1.0,10626.0,2357.6,success
FA0002_GW01_H01_0001_20211121132142_farm_image_real_59a229fa4964.jpg,no,2021-11-21 13:21:42,FA0002,H01,1,5.0,9522.0,2109.4,success
FA0002_GW01_H01_0001_20211121133218_farm_image_real_5185dd5e4fa5.jpg,no,2021-11-21 13:32:18,FA0002,H01,1,2.0,9108.0,2016.4,success
FA0002_GW01_H01_0001_20211121134223_farm_image_real_e3e93af04c92.jpg,no,2021-11-21 13:42:23,FA0002,H01,1,3.0,8194.0,1810.9,success
FA0002_GW01_H01_0001_20211121135409_farm_image_real_6fba290b446c.jpg,no,2021-11-21 13:54:09,FA0002,H01,1,5.0,9431.0,2089.0,success
FA0002_GW01_H01_0001_20211121140420_farm_image_real_372e5c004c0c.jpg,no,2021-11-21 14:04:20,FA0002,H01,1,3.0,9292.0,2057.7,success
FA0002_GW01_H01_0001_20211121141431_farm_image_real_204c1119429c.jpg,no,2021-11-21 14:14:31,FA0002,H01,1,1.0,9841.0,2181.1,success
FA0002_GW01_H01_0001_20211121142455_farm_image_real_5ae59132447f.jpg,no,2021-11-21 14:24:55,FA0002,H01,1,1.0,9641.0,2136.2,success
FA0002_GW01_H01_0001_20211121143613_farm_image_real_11aa45b4457b.jpg,no,2021-11-21 14:36:13,FA0002,H01,1,1.0,8481.0,1875.4,success
FA0002_GW01_H01_0001_20211121144736_farm_image_real_eac8c4fd48a1.jpg,no,2021-11-21 14:47:36,FA0002,H01,1,2.0,9286.0,2056.4,success
FA0002_GW01_H01_0001_20211121145918_farm_image_real_868805044d6d.jpg,no,2021-11-21 14:59:18,FA0002,H01,1,4.0,8892.0,1967.8,success
