date,image_name,no_distortion_pixel_mean,no_distortion_count,distortion_pixel_mean,distortion_count,total_mean,total_count
20210924130126,FA0002_GW01_H01_0002_20210924130126_farm_image_real_7adaa036.jpg,5906.0,16,6458.0,14,6164.0,30
20210912130856,FA0002_GW01_H01_0007_20210912130856_farm_image_real_e01fb94e.jpg,4784.0,31,4977.0,15,4792.0,40
20210910130545,FA0002_GW01_H02_0015_20210910130545_farm_image_real_7b302191.jpg,2911.0,47,3160.0,18,2955.0,40
20210911131158,FA0002_GW01_H02_0010_20210911131158_farm_image_real_b48bbf09.jpg,3049.0,44,3218.0,24,3112.0,40
20210910130942,FA0002_GW01_H02_0010_20210910130942_farm_image_real_387ca28f.jpg,2867.0,52,3192.0,17,2908.0,40
20210905130236,FA0002_GW01_H01_0001_20210905130236_farm_image_real_05883bf3.jpg,3179.0,46,3667.0,20,3252.0,40
20210910130027,FA0002_GW01_H01_0007_20210910130027_farm_image_real_e334a087.jpg,4208.0,31,4430.0,22,4287.0,40
20210901130249,FA0002_GW01_H01_0002_20210901130249_farm_image_real_5a343667.jpg,2539.0,37,2788.0,11,2591.0,40
20210904130742,FA0002_GW01_H02_0015_20210904130742_farm_image_real_f3081e82.jpg,2133.0,56,2295.0,17,2145.0,40
20210918131054,FA0002_GW01_H01_0007_20210918131054_farm_image_real_9aa40276.jpg,5807.0,17,5947.0,23,5888.0,40
20210918130847,FA0002_GW01_H02_0015_20210918130847_farm_image_real_0aa472ff.jpg,4407.0,26,4854.0,10,4531.0,36
20210903130544,FA0002_GW01_H01_0007_20210903130544_farm_image_real_39c99271.jpg,2892.0,44,2944.0,17,2900.0,40
20210921130250,FA0002_GW01_H02_0013_20210921130250_farm_image_real_677aa4a6.jpg,4583.0,32,5004.0,19,4807.0,40
20210909130447,FA0002_GW01_H02_0010_20210909130447_farm_image_real_80870b60.jpg,2693.0,51,3012.0,23,2822.0,40
20210902130018,FA0002_GW01_H01_0007_20210902130018_farm_image_real_f1ce8d70.jpg,2570.0,59,2773.0,13,2678.0,40
20210913130809,FA0002_GW01_H02_0010_20210913130809_farm_image_real_ebd2a32a.jpg,3233.0,45,3542.0,12,3243.0,40
20210915130903,FA0002_GW01_H02_0015_20210915130903_farm_image_real_9b1c37ad.jpg,3873.0,37,4454.0,8,3966.0,40
20210906130008,FA0002_GW01_H01_0007_20210906130008_farm_image_real_8715eba3.jpg,3080.0,53,3458.0,20,3016.0,40
20210921130659,FA0002_GW01_H02_0015_20210921130659_farm_image_real_6bd92a97.jpg,5206.0,30,5207.0,12,5211.0,40
20210912130826,FA0002_GW01_H02_0010_20210912130826_farm_image_real_4ed2ed45.jpg,3078.0,51,3160.0,20,3070.0,40
20210929130038,FA0002_GW01_H01_0007_20210929130038_farm_image_real_cdd07c3b.jpg,6554.0,16,7558.0,9,6916.0,25
20210909131048,FA0002_GW01_H02_0013_20210909131048_farm_image_real_b5a1ad63.jpg,2477.0,56,2528.0,14,2530.0,40
20210927130119,FA0002_GW01_H02_0015_20210927130119_farm_image_real_df09258b.jpg,5865.0,27,7278.0,13,6324.0,40
20210914130445,FA0002_GW01_H01_0007_20210914130445_farm_image_real_162051a4.jpg,4757.0,42,5281.0,21,4974.0,40
20210926130022,FA0002_GW01_H01_0001_20210926130022_farm_image_real_5273a998.jpg,6055.0,20,6493.0,10,6201.0,30
20210911130350,FA0002_GW01_H02_0013_20210911130350_farm_image_real_a3f4ad55.jpg,2966.0,41,3245.0,31,2986.0,40
20210929130842,FA0002_GW01_H01_0001_20210929130842_farm_image_real_290be321.jpg,6283.0,17,6986.0,15,6612.0,32
20210902130423,FA0002_GW01_H02_0015_20210902130423_farm_image_real_e2edb6a8.jpg,1872.0,41,2134.0,12,1922.0,40
20210909130840,FA0002_GW01_H01_0001_20210909130840_farm_image_real_376195fc.jpg,3621.0,49,3875.0,16,3561.0,40
20210922130323,FA0002_GW01_H02_0010_20210922130323_farm_image_real_3a3f5941.jpg,4971.0,32,5572.0,21,5251.0,40
20210927130259,FA0002_GW01_H02_0013_20210927130259_farm_image_real_a0bbc5a2.jpg,6019.0,9,6277.0,11,6161.0,20
20210909130246,FA0002_GW01_H02_0015_20210909130246_farm_image_real_ef65e5ed.jpg,2901.0,48,3084.0,22,2959.0,40
20210913130214,FA0002_GW01_H02_0015_20210913130214_farm_image_real_d34bd885.jpg,3348.0,36,3895.0,10,3428.0,40
20210901130414,FA0002_GW01_H02_0010_20210901130414_farm_image_real_2af7a5c9.jpg,1875.0,60,2003.0,9,1916.0,40
20210905130944,FA0002_GW01_H02_0013_20210905130944_farm_image_real_8a9a0d0e.jpg,2147.0,50,2277.0,24,2206.0,40
20210910130917,FA0002_GW01_H01_0001_20210910130917_farm_image_real_46357697.jpg,3753.0,59,4121.0,15,3823.0,40
20210913130225,FA0002_GW01_H01_0007_20210913130225_farm_image_real_d4f1dea3.jpg,4534.0,42,4857.0,9,4637.0,40
20210914130444,FA0002_GW01_H01_0002_20210914130444_farm_image_real_09d6baeb.jpg,4963.0,29,5469.0,15,5162.0,40
20210919130841,FA0002_GW01_H01_0007_20210919130841_farm_image_real_d94aac5b.jpg,6217.0,27,6237.0,16,6217.0,40
20210908130054,FA0002_GW01_H01_0007_20210908130054_farm_image_real_2ff796f4.jpg,4038.0,29,4193.0,18,4143.0,40
20210907130817,FA0002_GW01_H01_0001_20210907130817_farm_image_real_7093ec40.jpg,3879.0,29,4093.0,16,3939.0,40
20210913130812,FA0002_GW01_H01_0001_20210913130812_farm_image_real_3c2fbd24.jpg,4463.0,42,5122.0,19,4724.0,40
20210906131007,FA0002_GW01_H01_0002_20210906131007_farm_image_real_28ff1975.jpg,3288.0,44,3890.0,13,3421.0,40
20210906130730,FA0002_GW01_H02_0013_20210906130730_farm_image_real_37dd549d.jpg,2219.0,50,2284.0,23,2213.0,40
20210917130318,FA0002_GW01_H02_0013_20210917130318_farm_image_real_6723d9d3.jpg,4106.0,29,4214.0,14,4168.0,40
20210920130625,FA0002_GW01_H02_0015_20210920130625_farm_image_real_d4c7e2ae.jpg,5126.0,31,5962.0,20,5437.0,40
20210923130624,FA0002_GW01_H02_0015_20210923130624_farm_image_real_dce11252.jpg,5027.0,38,5655.0,9,5171.0,40
20210909130404,FA0002_GW01_H01_0007_20210909130404_farm_image_real_236dc66c.jpg,3902.0,36,4098.0,16,3903.0,40
20210929131057,FA0002_GW01_H02_0015_20210929131057_farm_image_real_ebfe70af.jpg,6306.0,19,7846.0,5,6627.0,24
20210907130555,FA0002_GW01_H02_0015_20210907130555_farm_image_real_0ecca394.jpg,2398.0,55,2734.0,13,2505.0,40
20210930130105,FA0002_GW01_H02_0013_20210930130105_farm_image_real_027e5163.jpg,5803.0,15,6817.0,3,5972.0,18
20210930130502,FA0002_GW01_H02_0015_20210930130502_farm_image_real_375e971a.jpg,5667.0,21,6140.0,11,5829.0,32
20210930130936,FA0002_GW01_H01_0002_20210930130936_farm_image_real_d23990d0.jpg,6502.0,8,7229.0,6,6813.0,14
20210930130758,FA0002_GW01_H01_0001_20210930130758_farm_image_real_65c821ea.jpg,5935.0,24,7151.0,9,6267.0,33
20210930130104,FA0002_GW01_H02_0010_20210930130104_farm_image_real_58b5cc8b.jpg,5965.0,9,6192.0,12,6095.0,21
20210930130533,FA0002_GW01_H01_0007_20210930130533_farm_image_real_62332ec0.jpg,6570.0,6,7808.0,3,6983.0,9
20210817130427,FA0002_GW01_H01_0001_20210817130427_farm_image_real_4088fb58.jpg,1544.0,5,1688.0,3,1598.0,8
20210825130056,FA0002_GW01_H01_0001_20210825130056_farm_image_real_939f7868.jpg,1919.0,58,1944.0,15,1923.0,40
20210824130839,FA0002_GW01_H01_0001_20210824130839_farm_image_real_6507d851.jpg,1917.0,57,1947.0,22,1946.0,40
20210823130813,FA0002_GW01_H01_0001_20210823130813_farm_image_real_9c98356a.jpg,1818.0,4,1985.0,5,1911.0,9
20210822130851,FA0002_GW01_H01_0001_20210822130851_farm_image_real_78a84ada.jpg,2008.0,20,2070.0,14,2033.0,34
20210820130913,FA0002_GW01_H01_0001_20210820130913_farm_image_real_9f5acc23.jpg,1826.0,2,1893.0,5,1874.0,7
20210819130908,FA0002_GW01_H01_0001_20210819130908_farm_image_real_1e689515.jpg,1676.0,7,1891.0,9,1797.0,16
20210830130809,FA0002_GW01_H01_0001_20210830130809_farm_image_real_52d6f3ba.jpg,2237.0,50,2339.0,23,2293.0,40
20210829130810,FA0002_GW01_H01_0001_20210829130810_farm_image_real_da3b0416.jpg,2174.0,61,2281.0,16,2247.0,40
20210828130830,FA0002_GW01_H01_0001_20210828130830_farm_image_real_e11b2022.jpg,2215.0,46,2310.0,16,2253.0,40
20210827130843,FA0002_GW01_H01_0001_20210827130843_farm_image_real_da955695.jpg,2129.0,45,2250.0,17,2155.0,40
20210826130646,FA0002_GW01_H01_0001_20210826130646_farm_image_real_541895a6.jpg,2111.0,54,2250.0,20,2129.0,40
20210823130101,FA0002_GW01_H01_0002_20210823130101_farm_image_real_4db28244.jpg,1978.0,24,2075.0,18,2026.0,40
20210822130415,FA0002_GW01_H01_0002_20210822130415_farm_image_real_b560ace7.jpg,1861.0,24,2063.0,7,1907.0,31
20210821130818,FA0002_GW01_H01_0002_20210821130818_farm_image_real_268741ac.jpg,1952.0,9,2096.0,4,1996.0,13
20210820130237,FA0002_GW01_H01_0002_20210820130237_farm_image_real_efc793d5.jpg,1842.0,8,,0,1842.0,8
20210819130241,FA0002_GW01_H01_0002_20210819130241_farm_image_real_077e8844.jpg,1667.0,19,1863.0,1,1677.0,20
20210817130422,FA0002_GW01_H01_0002_20210817130422_farm_image_real_04e01a26.jpg,2921.0,3,3036.0,2,2967.0,5
20210830130533,FA0002_GW01_H01_0002_20210830130533_farm_image_real_fa824728.jpg,2464.0,41,2745.0,11,2504.0,40
20210829130747,FA0002_GW01_H01_0002_20210829130747_farm_image_real_91d2641f.jpg,2315.0,42,2489.0,20,2297.0,40
20210828130615,FA0002_GW01_H01_0002_20210828130615_farm_image_real_a1a325fb.jpg,2168.0,48,2372.0,16,2222.0,40
20210827130430,FA0002_GW01_H01_0002_20210827130430_farm_image_real_3fa02bfe.jpg,2131.0,53,2338.0,18,2171.0,40
20210826130216,FA0002_GW01_H01_0002_20210826130216_farm_image_real_9b1a1ca1.jpg,2056.0,41,2269.0,27,2161.0,40
20210825130910,FA0002_GW01_H01_0002_20210825130910_farm_image_real_47dfdd8f.jpg,1903.0,54,2068.0,13,1942.0,40
20210827130429,FA0002_GW01_H01_0007_20210827130429_farm_image_real_9ad8102d.jpg,2076.0,59,2184.0,14,2106.0,40
20210826130629,FA0002_GW01_H01_0007_20210826130629_farm_image_real_67ee7f93.jpg,2077.0,54,2133.0,14,2050.0,40
20210824130219,FA0002_GW01_H01_0007_20210824130219_farm_image_real_102cd935.jpg,1846.0,73,1945.0,10,1843.0,40
20210823130829,FA0002_GW01_H01_0007_20210823130829_farm_image_real_fb4c47ab.jpg,1903.0,10,1825.0,13,1859.0,23
20210818130823,FA0002_GW01_H01_0007_20210818130823_farm_image_real_bd8725cc.jpg,1554.0,5,1747.0,6,1659.0,11
20210817130206,FA0002_GW01_H01_0007_20210817130206_farm_image_real_253aa0a1.jpg,1660.0,8,1665.0,6,1662.0,14
20210827130025,FA0002_GW01_H02_0010_20210827130025_farm_image_real_991ae759.jpg,1700.0,6,1661.0,14,1673.0,20
20210826130616,FA0002_GW01_H02_0010_20210826130616_farm_image_real_b5ee22a0.jpg,1649.0,9,1771.0,8,1707.0,17
20210825130631,FA0002_GW01_H02_0010_20210825130631_farm_image_real_18b415c9.jpg,1620.0,4,1843.0,1,1664.0,5
20210830130733,FA0002_GW01_H01_0007_20210830130733_farm_image_real_bcccb29e.jpg,2483.0,58,2708.0,11,2519.0,40
20210829130149,FA0002_GW01_H01_0007_20210829130149_farm_image_real_e69d7af4.jpg,2277.0,63,2499.0,12,2316.0,40
20210828130620,FA0002_GW01_H01_0007_20210828130620_farm_image_real_fcfa324a.jpg,2234.0,57,2365.0,11,2241.0,40
20210827130028,FA0002_GW01_H02_0013_20210827130028_farm_image_real_f38cfcee.jpg,1545.0,4,1596.0,11,1583.0,15
20210826130943,FA0002_GW01_H02_0013_20210826130943_farm_image_real_238eb723.jpg,1566.0,7,1622.0,10,1599.0,17
20210824130702,FA0002_GW01_H02_0013_20210824130702_farm_image_real_7d83a5bd.jpg,1383.0,3,1456.0,8,1436.0,11
20210830130025,FA0002_GW01_H02_0010_20210830130025_farm_image_real_6845372f.jpg,1796.0,45,1943.0,23,1862.0,40
20210829130419,FA0002_GW01_H02_0010_20210829130419_farm_image_real_58910c0e.jpg,1723.0,28,1860.0,15,1769.0,40
20210828130026,FA0002_GW01_H02_0010_20210828130026_farm_image_real_e2907b6a.jpg,1693.0,9,1847.0,9,1770.0,18
20210821130945,FA0002_GW01_H02_0015_20210821130945_farm_image_real_73a2f812.jpg,1271.0,2,1150.0,2,1210.0,4
20210819130022,FA0002_GW01_H02_0015_20210819130022_farm_image_real_3ac964f8.jpg,1025.0,1,1283.0,1,1154.0,2
20210830130815,FA0002_GW01_H02_0013_20210830130815_farm_image_real_c4fc2f91.jpg,1615.0,55,1757.0,23,1660.0,40
20210829130014,FA0002_GW01_H02_0013_20210829130014_farm_image_real_6d707a87.jpg,1666.0,29,1614.0,14,1648.0,40
20210828130234,FA0002_GW01_H02_0013_20210828130234_farm_image_real_cd00b136.jpg,1940.0,1,1666.0,16,1682.0,17
20210830130819,FA0002_GW01_H02_0015_20210830130819_farm_image_real_7debe54a.jpg,1801.0,29,1913.0,15,1821.0,40
20210829130422,FA0002_GW01_H02_0015_20210829130422_farm_image_real_0c3842e7.jpg,1782.0,22,1964.0,15,1856.0,37
20210828130626,FA0002_GW01_H02_0015_20210828130626_farm_image_real_95b7988c.jpg,1884.0,3,1845.0,9,1855.0,12
20210827130034,FA0002_GW01_H02_0015_20210827130034_farm_image_real_c9bc6781.jpg,1812.0,3,2066.0,6,1982.0,9
20210826130931,FA0002_GW01_H02_0015_20210826130931_farm_image_real_36871bb7.jpg,,0,1906.0,3,1906.0,3
20210824130748,FA0002_GW01_H02_0015_20210824130748_farm_image_real_f7015e12.jpg,1348.0,3,1322.0,4,1333.0,7
20211001130917,FA0002_GW01_H01_0001_20211001130917_farm_image_real_9efa9d44.jpg,6348.0,18,7220.0,21,6818.0,39
20211006130418,FA0002_GW01_H01_0001_20211006130418_farm_image_real_08b14b9d.jpg,7056.0,21,7237.0,17,7137.0,38
20211005130901,FA0002_GW01_H01_0001_20211005130901_farm_image_real_9246f3f6.jpg,6164.0,10,6159.0,2,6163.0,12
20211004130929,FA0002_GW01_H01_0001_20211004130929_farm_image_real_302aa477.jpg,6155.0,17,8460.0,5,6679.0,22
20211003130116,FA0002_GW01_H01_0001_20211003130116_farm_image_real_13c8262d.jpg,6823.0,18,7208.0,19,7021.0,37
20211002130821,FA0002_GW01_H01_0001_20211002130821_farm_image_real_482c95fb.jpg,6123.0,9,6526.0,3,6224.0,12
20211011130657,FA0002_GW01_H01_0001_20211011130657_farm_image_real_1821e185.jpg,7178.0,14,8934.0,7,7763.0,21
20211010130237,FA0002_GW01_H01_0001_20211010130237_farm_image_real_5193adc6.jpg,7152.0,12,9012.0,11,8042.0,23
20211009130759,FA0002_GW01_H01_0001_20211009130759_farm_image_real_bb59aac1.jpg,7520.0,15,8680.0,10,7984.0,25
20211008130811,FA0002_GW01_H01_0001_20211008130811_farm_image_real_23393c45.jpg,6623.0,7,8648.0,1,6876.0,8
20211007130832,FA0002_GW01_H01_0001_20211007130832_farm_image_real_00e4ee09.jpg,7526.0,2,8288.0,4,8034.0,6
20211017130643,FA0002_GW01_H01_0001_20211017130643_farm_image_real_579ba783.jpg,6445.0,5,,0,6445.0,5
20211016130139,FA0002_GW01_H01_0001_20211016130139_farm_image_real_f39ebc35.jpg,8353.0,10,8822.0,6,8529.0,16
20211015130440,FA0002_GW01_H01_0001_20211015130440_farm_image_real_f630e703.jpg,6793.0,6,8562.0,3,7383.0,9
20211014130205,FA0002_GW01_H01_0001_20211014130205_farm_image_real_71a928e1.jpg,8397.0,13,9373.0,7,8738.0,20
20211013130429,FA0002_GW01_H01_0001_20211013130429_farm_image_real_78cad4ee.jpg,5193.0,5,,0,5193.0,5
20211012130844,FA0002_GW01_H01_0001_20211012130844_farm_image_real_e8f85ca0.jpg,8359.0,10,9576.0,9,8935.0,19
20211004130310,FA0002_GW01_H01_0002_20211004130310_farm_image_real_bcf28243.jpg,7341.0,10,8177.0,7,7685.0,17
20211003130232,FA0002_GW01_H01_0002_20211003130232_farm_image_real_91580ab5.jpg,7296.0,19,7724.0,9,7434.0,28
20211002130434,FA0002_GW01_H01_0002_20211002130434_farm_image_real_58b71819.jpg,7676.0,3,7719.0,2,7693.0,5
20211001130047,FA0002_GW01_H01_0002_20211001130047_farm_image_real_d6a9c82e.jpg,7056.0,13,8387.0,8,7563.0,21
20211019130058,FA0002_GW01_H01_0001_20211019130058_farm_image_real_e09411454769.jpg,8255.0,15,10010.0,9,8913.0,24
20211018130655,FA0002_GW01_H01_0001_20211018130655_farm_image_real_52729795.jpg,8029.0,19,9700.0,11,8642.0,30
20211010130825,FA0002_GW01_H01_0002_20211010130825_farm_image_real_59183d15.jpg,8148.0,13,8693.0,6,8320.0,19
20211009130218,FA0002_GW01_H01_0002_20211009130218_farm_image_real_d7c2a8c1.jpg,7648.0,10,8937.0,8,8221.0,18
20211008130917,FA0002_GW01_H01_0002_20211008130917_farm_image_real_40d2acce.jpg,,0,9508.0,1,9508.0,1
