수집시간,수집장비ID,축사번호,모듈ID,센서타입,측정값,센서시간
2021-09-17 13:03:29,GW01,H01,1102,nh3,1.796497,20210917040128
2021-09-17 13:01:46,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:03:01,GW01,H02,2001,humidity,81.73966,20210101000000
2021-09-17 13:03:29,GW01,H01,1102,co2,611,20210917040128
2021-09-17 13:05:18,GW01,H01,2000,temp,24.5322,20210101000000
2021-09-17 13:04:31,GW01,H01,2002,humidity,82.91031,20210917130430
2021-09-17 13:05:18,GW01,H01,2000,humidity,86.1475,20210101000000
2021-09-17 13:04:31,GW01,H01,2002,temp,24.65344,20210917130430
2021-09-17 13:10:54,GW01,H02,2003,humidity,72.67757,20210917131052
2021-09-17 13:10:54,GW01,H02,2003,temp,25,20210917131052
2021-09-17 13:11:02,GW01,H02,2001,temp,25.09826,20210101000000
2021-09-17 13:11:59,GW01,H01,1100,nh3,0.06361,20210101000000
2021-09-17 13:13:30,GW01,H01,1102,nh3,1.880166,20210917041129
2021-09-17 13:13:01,GW01,H02,2001,humidity,81.68793,20210101000000
2021-09-17 13:13:30,GW01,H01,1102,co2,632,20210917041129
2021-09-17 13:11:59,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:15:18,GW01,H01,2000,humidity,86.13054,20210101000000
2021-09-17 13:14:31,GW01,H01,2002,humidity,83.00674,20210917131430
2021-09-17 13:14:31,GW01,H01,2002,temp,24.69999,20210917131430
2021-09-17 13:15:18,GW01,H01,2000,temp,24.5949,20210101000000
2021-09-17 13:20:54,GW01,H02,2003,temp,25.07367,20210917132053
2021-09-17 13:21:02,GW01,H02,2001,temp,25.13964,20210101000000
2021-09-17 13:20:54,GW01,H02,2003,humidity,72.28775,20210917132053
2021-09-17 13:21:59,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:23:31,GW01,H01,1102,nh3,1.884583,20210917042129
2021-09-17 13:23:31,GW01,H01,1102,co2,647,20210917042129
2021-09-17 13:21:59,GW01,H01,1100,nh3,0.060064,20210101000000
2021-09-17 13:23:01,GW01,H02,2001,humidity,81.23966,20210101000000
2021-09-17 13:24:32,GW01,H01,2002,temp,24.79492,20210917132430
2021-09-17 13:25:18,GW01,H01,2000,temp,24.68474,20210101000000
2021-09-17 13:24:32,GW01,H01,2002,humidity,82.05084,20210917132430
2021-09-17 13:25:18,GW01,H01,2000,humidity,85.62201,20210101000000
2021-09-17 13:30:54,GW01,H02,2003,temp,25.00862,20210917133053
2021-09-17 13:30:54,GW01,H02,2003,humidity,72.47069,20210917133053
2021-09-17 13:32:00,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:33:32,GW01,H01,1102,co2,665,20210917043131
2021-09-17 13:33:01,GW01,H02,2001,temp,25.09999,20210101000000
2021-09-17 13:32:00,GW01,H01,1100,nh3,0.068152,20210101000000
2021-09-17 13:33:01,GW01,H02,2001,humidity,81.63557,20210101000000
2021-09-17 13:33:32,GW01,H01,1102,nh3,1.954865,20210917043131
2021-09-17 13:35:18,GW01,H01,2000,temp,24.69827,20210101000000
2021-09-17 13:35:18,GW01,H01,2000,humidity,86.13278,20210101000000
2021-09-17 13:36:31,GW01,H01,2002,temp,24.80001,20210917133631
2021-09-17 13:36:31,GW01,H01,2002,humidity,82.77967,20210917133631
2021-09-17 13:40:54,GW01,H02,2003,temp,24.98104,20210917134053
2021-09-17 13:40:54,GW01,H02,2003,humidity,73.48623,20210917134053
2021-09-17 13:42:01,GW01,H01,1100,nh3,0.054687,20210101000000
2021-09-17 13:42:00,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:43:01,GW01,H02,2001,humidity,82.59835,20210101000000
2021-09-17 13:43:33,GW01,H01,1102,co2,649,20210917044132
2021-09-17 13:43:33,GW01,H01,1102,nh3,1.86357,20210917044132
2021-09-17 13:43:01,GW01,H02,2001,temp,25.08304,20210101000000
2021-09-17 13:45:18,GW01,H01,2000,humidity,86.77586,20210101000000
2021-09-17 13:45:18,GW01,H01,2000,temp,24.60171,20210101000000
2021-09-17 13:46:32,GW01,H01,2002,temp,24.69999,20210917134629
2021-09-17 13:46:32,GW01,H01,2002,humidity,83.79825,20210917134629
2021-09-17 13:50:54,GW01,H02,2003,temp,24.92204,20210917135054
2021-09-17 13:50:54,GW01,H02,2003,humidity,73.99326,20210917135054
2021-09-17 13:53:34,GW01,H01,1102,nh3,1.905195,20210917045132
2021-09-17 13:52:01,GW01,H01,1100,nh3,0.059851,20210101000000
2021-09-17 13:53:34,GW01,H01,1102,co2,658,20210917045132
2021-09-17 13:53:01,GW01,H02,2001,temp,25.0949,20210101000000
2021-09-17 13:53:01,GW01,H02,2001,humidity,82.8847,20210101000000
2021-09-17 13:52:01,GW01,H01,1100,co2,0,20210101000000
2021-09-17 13:55:18,GW01,H01,2000,temp,24.57413,20210101000000
2021-09-17 13:55:18,GW01,H01,2000,humidity,87.11556,20210101000000
2021-09-17 13:58:32,GW01,H01,2002,humidity,83.89307,20210917135829
2021-09-17 13:58:32,GW01,H01,2002,temp,24.68793,20210917135829
2021-09-17 14:00:55,GW01,H02,2003,temp,25.00339,20210917140054
2021-09-17 14:00:55,GW01,H02,2003,humidity,73.71016,20210917140054
2021-09-17 14:02:02,GW01,H01,1100,nh3,0.051547,20210101000000
2021-09-17 14:02:02,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:03:35,GW01,H01,1102,nh3,1.83461,20210917050134
2021-09-17 14:03:01,GW01,H02,2001,temp,25.09999,20210101000000
2021-09-17 14:03:01,GW01,H02,2001,humidity,82.62589,20210101000000
2021-09-17 14:03:35,GW01,H01,1102,co2,641,20210917050134
2021-09-17 14:05:18,GW01,H01,2000,temp,24.58102,20210101000000
2021-09-17 14:05:18,GW01,H01,2000,humidity,86.95859,20210101000000
2021-09-17 14:08:32,GW01,H01,2002,temp,24.69654,20210917140830
2021-09-17 14:08:32,GW01,H01,2002,humidity,83.53622,20210917140830
2021-09-17 14:10:55,GW01,H02,2003,humidity,73.47583,20210917141054
2021-09-17 14:12:02,GW01,H01,1100,nh3,0.047101,20210101000000
2021-09-17 14:13:36,GW01,H01,1102,co2,631,20210917051135
2021-09-17 14:12:54,GW01,H02,2003,temp,25.08643,20210917141254
2021-09-17 14:13:36,GW01,H01,1102,nh3,1.729206,20210917051135
2021-09-17 14:13:01,GW01,H02,2001,temp,25.18792,20210101000000
2021-09-17 14:13:01,GW01,H02,2001,humidity,82.33448,20210101000000
2021-09-17 14:12:02,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:15:18,GW01,H01,2000,humidity,86.80682,20210101000000
2021-09-17 14:15:18,GW01,H01,2000,temp,24.60846,20210101000000
2021-09-17 14:20:55,GW01,H02,2003,humidity,73.0966,20210917142053
2021-09-17 14:20:31,GW01,H01,2002,temp,24.70175,20210917142030
2021-09-17 14:20:31,GW01,H01,2002,humidity,83.21228,20210917142030
2021-09-17 14:22:03,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:23:37,GW01,H01,1102,nh3,1.863234,20210917052136
2021-09-17 14:23:37,GW01,H01,1102,co2,625,20210917052136
2021-09-17 14:22:55,GW01,H02,2003,temp,25.09654,20210917142253
2021-09-17 14:22:03,GW01,H01,1100,nh3,0.046798,20210101000000
2021-09-17 14:23:01,GW01,H02,2001,temp,25.20172,20210101000000
2021-09-17 14:23:01,GW01,H02,2001,humidity,82.09142,20210101000000
2021-09-17 14:25:18,GW01,H01,2000,temp,24.59999,20210101000000
2021-09-17 14:25:18,GW01,H01,2000,humidity,86.40335,20210101000000
2021-09-17 14:30:31,GW01,H01,2002,humidity,82.84747,20210917143030
2021-09-17 14:30:55,GW01,H02,2003,humidity,72.81554,20210917143053
2021-09-17 14:30:31,GW01,H01,2002,temp,24.79831,20210917143030
2021-09-17 14:33:38,GW01,H01,1102,nh3,2.56104,20210917053137
2021-09-17 14:32:15,GW01,H01,1100,nh3,0.086033,20210101000000
2021-09-17 14:32:54,GW01,H02,2003,temp,25.10516,20210917143253
2021-09-17 14:33:38,GW01,H01,1102,co2,634,20210917053137
2021-09-17 14:33:02,GW01,H02,2001,temp,25.29484,20210101000000
2021-09-17 14:33:02,GW01,H02,2001,humidity,81.66899,20210101000000
2021-09-17 14:32:15,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:35:18,GW01,H01,2000,humidity,85.95422,20210101000000
2021-09-17 14:35:18,GW01,H01,2000,temp,24.6983,20210101000000
2021-09-17 14:40:55,GW01,H02,2003,humidity,72.11556,20210917144053
2021-09-17 14:40:32,GW01,H01,2002,humidity,82.32413,20210917144031
2021-09-17 14:40:32,GW01,H01,2002,temp,24.89484,20210917144031
2021-09-17 14:42:16,GW01,H01,1100,nh3,0.056482,20210101000000
2021-09-17 14:43:39,GW01,H01,1102,nh3,2.052805,20210917054138
2021-09-17 14:42:16,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:43:39,GW01,H01,1102,co2,622,20210917054138
2021-09-17 14:42:55,GW01,H02,2003,temp,25.24138,20210917144253
2021-09-17 14:45:18,GW01,H01,2000,humidity,85.5293,20210101000000
2021-09-17 14:45:01,GW01,H02,2001,humidity,80.85931,20210101000000
2021-09-17 14:45:18,GW01,H01,2000,temp,24.79139,20210101000000
2021-09-17 14:45:01,GW01,H02,2001,temp,25.37968,20210101000000
2021-09-17 14:50:55,GW01,H02,2003,humidity,71.52586,20210917145053
2021-09-17 14:52:17,GW01,H01,1100,nh3,0.040925,20210101000000
2021-09-17 14:52:17,GW01,H01,1100,co2,0,20210101000000
2021-09-17 14:52:31,GW01,H01,2002,humidity,81.3298,20210917145229
2021-09-17 14:52:31,GW01,H01,2002,temp,25.00702,20210917145229
2021-09-17 14:53:40,GW01,H01,1102,nh3,1.768998,20210917055139
2021-09-17 14:52:55,GW01,H02,2003,temp,25.29656,20210917145253
2021-09-17 14:53:40,GW01,H01,1102,co2,595,20210917055139
2021-09-17 14:55:18,GW01,H01,2000,temp,24.80346,20210101000000
2021-09-17 14:55:01,GW01,H02,2001,humidity,80.42369,20210101000000
2021-09-17 14:55:18,GW01,H01,2000,humidity,84.9241,20210101000000
2021-09-17 14:55:01,GW01,H02,2001,temp,25.49492,20210101000000
2021-09-17 15:00:55,GW01,H02,2003,humidity,71.21523,20210917150054
2021-09-17 15:02:17,GW01,H01,1100,nh3,0.038126,20210101000000
2021-09-17 15:03:41,GW01,H01,1102,co2,601,20210917060140
2021-09-17 15:02:17,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:02:31,GW01,H01,2002,temp,25.01724,20210917150229
2021-09-17 15:03:41,GW01,H01,1102,nh3,1.679332,20210917060140
2021-09-17 15:02:55,GW01,H02,2003,temp,25.31357,20210917150254
2021-09-17 15:02:31,GW01,H01,2002,humidity,81.18275,20210917150229
2021-09-17 15:05:18,GW01,H01,2000,humidity,84.85511,20210101000000
2021-09-17 15:05:18,GW01,H01,2000,temp,24.80001,20210101000000
2021-09-17 15:05:01,GW01,H02,2001,humidity,80.31525,20210101000000
2021-09-17 15:05:01,GW01,H02,2001,temp,25.49831,20210101000000
2021-09-17 15:10:55,GW01,H02,2003,humidity,71.44745,20210917151054
2021-09-17 15:12:18,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:12:18,GW01,H01,1100,nh3,0.035366,20210101000000
2021-09-17 15:12:31,GW01,H01,2002,humidity,81.65176,20210917151230
2021-09-17 15:13:42,GW01,H01,1102,co2,598,20210917061141
2021-09-17 15:12:31,GW01,H01,2002,temp,25,20210917151230
2021-09-17 15:13:42,GW01,H01,1102,nh3,1.586702,20210917061141
2021-09-17 15:12:57,GW01,H02,2003,temp,25.33052,20210917151254
2021-09-17 15:15:18,GW01,H01,2000,temp,24.80001,20210101000000
2021-09-17 15:15:01,GW01,H02,2001,temp,25.5,20210101000000
2021-09-17 15:15:18,GW01,H01,2000,humidity,85.2086,20210101000000
2021-09-17 15:15:01,GW01,H02,2001,humidity,80.58452,20210101000000
2021-09-17 15:20:55,GW01,H02,2003,humidity,71.82712,20210917152054
2021-09-17 15:22:31,GW01,H01,2002,humidity,81.78281,20210917152230
2021-09-17 15:22:31,GW01,H01,2002,temp,25.00862,20210917152230
2021-09-17 15:22:19,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:22:19,GW01,H01,1100,nh3,0.037088,20210101000000
2021-09-17 15:23:43,GW01,H01,1102,nh3,1.533443,20210917062142
2021-09-17 15:23:43,GW01,H01,1102,co2,579,20210917062142
2021-09-17 15:25:18,GW01,H01,2000,temp,24.80001,20210101000000
2021-09-17 15:25:01,GW01,H02,2001,temp,25.5,20210101000000
2021-09-17 15:25:01,GW01,H02,2001,humidity,80.67763,20210101000000
2021-09-17 15:25:18,GW01,H01,2000,humidity,85.24412,20210101000000
2021-09-17 15:24:55,GW01,H02,2003,temp,25.39493,20210917152454
2021-09-17 15:30:55,GW01,H02,2003,humidity,71.83688,20210917153053
2021-09-17 15:32:31,GW01,H01,2002,temp,25.00339,20210917153230
2021-09-17 15:32:20,GW01,H01,1100,nh3,0.03193,20210101000000
2021-09-17 15:32:31,GW01,H01,2002,humidity,81.86102,20210917153230
2021-09-17 15:33:44,GW01,H01,1102,co2,577,20210917063143
2021-09-17 15:33:44,GW01,H01,1102,nh3,1.49014,20210917063143
2021-09-17 15:32:20,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:34:55,GW01,H02,2003,temp,25.38794,20210917153453
2021-09-17 15:35:18,GW01,H01,2000,temp,24.8017,20210101000000
2021-09-17 15:35:18,GW01,H01,2000,humidity,85.19662,20210101000000
2021-09-17 15:35:01,GW01,H02,2001,humidity,80.73277,20210101000000
2021-09-17 15:35:01,GW01,H02,2001,temp,25.5,20210101000000
2021-09-17 15:40:55,GW01,H02,2003,humidity,71.85786,20210917154053
2021-09-17 15:42:20,GW01,H01,1100,nh3,0.029961,20210101000000
2021-09-17 15:42:31,GW01,H01,2002,humidity,81.64239,20210917154231
2021-09-17 15:42:20,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:42:31,GW01,H01,2002,temp,25.01017,20210917154231
2021-09-17 15:43:45,GW01,H01,1102,co2,577,20210917064144
2021-09-17 15:43:45,GW01,H01,1102,nh3,1.483073,20210917064144
2021-09-17 15:45:18,GW01,H01,2000,temp,24.80001,20210101000000
2021-09-17 15:45:01,GW01,H02,2001,humidity,80.73727,20210101000000
2021-09-17 15:45:01,GW01,H02,2001,temp,25.5,20210101000000
2021-09-17 15:45:18,GW01,H01,2000,humidity,85.28139,20210101000000
2021-09-17 15:44:55,GW01,H02,2003,temp,25.32415,20210917154453
2021-09-17 15:50:55,GW01,H02,2003,humidity,71.8877,20210917155053
2021-09-17 15:52:21,GW01,H01,1100,co2,0,20210101000000
2021-09-17 15:52:31,GW01,H01,2002,humidity,81.69489,20210917155231
2021-09-17 15:52:21,GW01,H01,1100,nh3,0.031855,20210101000000
2021-09-17 15:53:46,GW01,H01,1102,co2,572,20210917065145
2021-09-17 15:52:31,GW01,H01,2002,temp,25.01017,20210917155231
2021-09-17 15:53:46,GW01,H01,1102,nh3,1.462495,20210917065145
2021-09-17 15:55:18,GW01,H01,2000,temp,24.79828,20210101000000
2021-09-17 15:54:55,GW01,H02,2003,temp,25.29484,20210917155453
2021-09-17 15:55:01,GW01,H02,2001,humidity,80.75084,20210101000000
2021-09-17 15:55:18,GW01,H01,2000,humidity,85.22759,20210101000000
2021-09-17 15:55:01,GW01,H02,2001,temp,25.49831,20210101000000
2021-09-17 16:00:55,GW01,H02,2003,humidity,71.85693,20210917160054
2021-09-17 16:02:22,GW01,H01,1100,nh3,0.032865,20210101000000
2021-09-17 16:02:31,GW01,H01,2002,humidity,81.62589,20210917160229
2021-09-17 16:02:22,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:03:48,GW01,H01,1102,co2,574,20210917070146
2021-09-17 16:03:48,GW01,H01,1102,nh3,1.568295,20210917070146
2021-09-17 16:02:31,GW01,H01,2002,temp,25,20210917160229
2021-09-17 16:05:18,GW01,H01,2000,temp,24.79828,20210101000000
2021-09-17 16:05:01,GW01,H02,2001,temp,25.40171,20210101000000
2021-09-17 16:04:55,GW01,H02,2003,temp,25.23727,20210917160454
2021-09-17 16:05:18,GW01,H01,2000,humidity,85.28623,20210101000000
2021-09-17 16:05:01,GW01,H02,2001,humidity,80.68983,20210101000000
2021-09-17 16:10:55,GW01,H02,2003,humidity,71.71186,20210917161054
2021-09-17 16:12:22,GW01,H01,1100,nh3,0.03217,20210101000000
2021-09-17 16:12:31,GW01,H01,2002,humidity,81.31206,20210917161229
2021-09-17 16:12:22,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:13:48,GW01,H01,1102,co2,560,20210917071147
2021-09-17 16:12:31,GW01,H01,2002,temp,24.99655,20210917161229
2021-09-17 16:13:48,GW01,H01,1102,nh3,1.634989,20210917071147
2021-09-17 16:15:18,GW01,H01,2000,temp,24.69999,20210101000000
2021-09-17 16:14:55,GW01,H02,2003,temp,25.10344,20210917161454
2021-09-17 16:15:18,GW01,H01,2000,humidity,84.881,20210101000000
2021-09-17 16:15:01,GW01,H02,2001,humidity,80.30002,20210101000000
2021-09-17 16:15:01,GW01,H02,2001,temp,25.29828,20210101000000
2021-09-17 16:20:55,GW01,H02,2003,humidity,71.28307,20210917162054
2021-09-17 16:22:23,GW01,H01,1100,nh3,0.032128,20210101000000
2021-09-17 16:23:49,GW01,H01,1102,co2,550,20210917072148
2021-09-17 16:22:31,GW01,H01,2002,temp,24.86898,20210917162230
2021-09-17 16:22:31,GW01,H01,2002,humidity,80.74485,20210917162230
2021-09-17 16:22:23,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:23:49,GW01,H01,1102,nh3,1.546991,20210917072148
2021-09-17 16:25:01,GW01,H02,2001,humidity,80.05691,20210101000000
2021-09-17 16:25:18,GW01,H01,2000,temp,24.60344,20210101000000
2021-09-17 16:25:18,GW01,H01,2000,humidity,84.46895,20210101000000
2021-09-17 16:24:55,GW01,H02,2003,temp,25.09137,20210917162454
2021-09-17 16:25:01,GW01,H02,2001,temp,25.19482,20210101000000
2021-09-17 16:30:55,GW01,H02,2003,humidity,71.08309,20210917163054
2021-09-17 16:32:24,GW01,H01,1100,nh3,0.028838,20210101000000
2021-09-17 16:32:24,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:32:31,GW01,H01,2002,humidity,80.77415,20210917163230
2021-09-17 16:32:31,GW01,H01,2002,temp,24.77931,20210917163230
2021-09-17 16:33:50,GW01,H01,1102,co2,551,20210917073149
2021-09-17 16:33:50,GW01,H01,1102,nh3,1.533444,20210917073149
2021-09-17 16:35:18,GW01,H01,2000,temp,24.58643,20210101000000
2021-09-17 16:34:55,GW01,H02,2003,temp,24.99643,20210917163453
2021-09-17 16:35:04,GW01,H02,2001,humidity,80.16898,20210101000000
2021-09-17 16:35:18,GW01,H01,2000,humidity,84.49151,20210101000000
2021-09-17 16:35:04,GW01,H02,2001,temp,25.09999,20210101000000
2021-09-17 16:40:55,GW01,H02,2003,humidity,71.01549,20210917164053
2021-09-17 16:42:24,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:42:24,GW01,H01,1100,nh3,0.029736,20210101000000
2021-09-17 16:42:31,GW01,H01,2002,temp,24.68813,20210917164230
2021-09-17 16:43:51,GW01,H01,1102,co2,547,20210917074150
2021-09-17 16:42:31,GW01,H01,2002,humidity,80.53561,20210917164230
2021-09-17 16:43:51,GW01,H01,1102,nh3,1.545768,20210917074150
2021-09-17 16:44:55,GW01,H02,2003,temp,24.88622,20210917164453
2021-09-17 16:45:18,GW01,H01,2000,temp,24.5,20210101000000
2021-09-17 16:45:18,GW01,H01,2000,humidity,84.35171,20210101000000
2021-09-17 16:47:01,GW01,H02,2001,temp,25,20210101000000
2021-09-17 16:47:01,GW01,H02,2001,humidity,80.10522,20210101000000
2021-09-17 16:50:55,GW01,H02,2003,humidity,71.08449,20210917165053
2021-09-17 16:52:25,GW01,H01,1100,nh3,0.028308,20210101000000
2021-09-17 16:52:31,GW01,H01,2002,humidity,80.55427,20210917165231
2021-09-17 16:52:25,GW01,H01,1100,co2,0,20210101000000
2021-09-17 16:53:52,GW01,H01,1102,co2,553,20210917075151
2021-09-17 16:52:31,GW01,H01,2002,temp,24.67287,20210917165231
2021-09-17 16:53:52,GW01,H01,1102,nh3,1.448153,20210917075151
2021-09-17 16:55:18,GW01,H01,2000,humidity,84.1729,20210101000000
2021-09-17 16:55:18,GW01,H01,2000,temp,24.4051,20210101000000
2021-09-17 16:54:55,GW01,H02,2003,temp,24.80173,20210917165453
2021-09-17 16:57:01,GW01,H02,2001,humidity,80.02373,20210101000000
2021-09-17 16:57:01,GW01,H02,2001,temp,24.98644,20210101000000
2021-09-17 17:00:55,GW01,H02,2003,humidity,70.72238,20210917170053
2021-09-17 17:02:31,GW01,H01,2002,humidity,80.18816,20210917170231
2021-09-17 17:03:53,GW01,H01,1102,co2,546,20210917080152
2021-09-17 17:02:25,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:02:25,GW01,H01,1100,nh3,0.026315,20210101000000
2021-09-17 17:03:53,GW01,H01,1102,nh3,1.455186,20210917080152
2021-09-17 17:02:31,GW01,H01,2002,temp,24.68982,20210917170231
2021-09-17 17:04:56,GW01,H02,2003,temp,24.80001,20210917170453
2021-09-17 17:05:18,GW01,H01,2000,humidity,83.93963,20210101000000
2021-09-17 17:05:18,GW01,H01,2000,temp,24.43449,20210101000000
2021-09-17 17:07:01,GW01,H02,2001,temp,24.90171,20210101000000
2021-09-17 17:07:01,GW01,H02,2001,humidity,79.99831,20210101000000
2021-09-17 17:10:55,GW01,H02,2003,humidity,71.00172,20210917171054
2021-09-17 17:12:31,GW01,H01,2002,temp,24.60343,20210917171229
2021-09-17 17:12:26,GW01,H01,1100,nh3,0.030607,20210101000000
2021-09-17 17:12:26,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:12:31,GW01,H01,2002,humidity,80.29139,20210917171229
2021-09-17 17:13:54,GW01,H01,1102,nh3,1.418002,20210917081153
2021-09-17 17:13:54,GW01,H01,1102,co2,552,20210917081153
2021-09-17 17:15:18,GW01,H01,2000,humidity,84.01034,20210101000000
2021-09-17 17:15:18,GW01,H01,2000,temp,24.40174,20210101000000
2021-09-17 17:17:01,GW01,H02,2001,humidity,80.16103,20210101000000
2021-09-17 17:16:55,GW01,H02,2003,temp,24.72712,20210917171654
2021-09-17 17:17:01,GW01,H02,2001,temp,24.86442,20210101000000
2021-09-17 17:20:55,GW01,H02,2003,humidity,70.81527,20210917172054
2021-09-17 17:22:31,GW01,H01,2002,humidity,79.98969,20210917172230
2021-09-17 17:22:27,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:23:55,GW01,H01,1102,co2,552,20210917082154
2021-09-17 17:22:27,GW01,H01,1100,nh3,0.024978,20210101000000
2021-09-17 17:23:55,GW01,H01,1102,nh3,1.375994,20210917082154
2021-09-17 17:22:31,GW01,H01,2002,temp,24.58275,20210917172230
2021-09-17 17:25:18,GW01,H01,2000,temp,24.40174,20210101000000
2021-09-17 17:25:18,GW01,H01,2000,humidity,83.65347,20210101000000
2021-09-17 17:27:01,GW01,H02,2001,temp,24.84484,20210101000000
2021-09-17 17:26:55,GW01,H02,2003,temp,24.72542,20210917172654
2021-09-17 17:27:01,GW01,H02,2001,humidity,79.92065,20210101000000
2021-09-17 17:30:55,GW01,H02,2003,humidity,70.61207,20210917173054
2021-09-17 17:32:31,GW01,H01,2002,humidity,79.9793,20210917173230
2021-09-17 17:33:56,GW01,H01,1102,co2,549,20210917083155
2021-09-17 17:32:28,GW01,H01,1100,nh3,0.029266,20210101000000
2021-09-17 17:32:28,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:33:56,GW01,H01,1102,nh3,1.366254,20210917083155
2021-09-17 17:32:31,GW01,H01,2002,temp,24.59826,20210917173230
2021-09-17 17:35:18,GW01,H01,2000,temp,24.39663,20210101000000
2021-09-17 17:35:18,GW01,H01,2000,humidity,83.578,20210101000000
2021-09-17 17:37:01,GW01,H02,2001,temp,24.80001,20210101000000
2021-09-17 17:37:01,GW01,H02,2001,humidity,79.60349,20210101000000
2021-09-17 17:36:55,GW01,H02,2003,temp,24.70172,20210917173654
2021-09-17 17:40:55,GW01,H02,2003,humidity,70.32761,20210917174055
2021-09-17 17:42:28,GW01,H01,1100,nh3,0.027617,20210101000000
2021-09-17 17:42:31,GW01,H01,2002,temp,24.59999,20210917174230
2021-09-17 17:42:28,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:42:31,GW01,H01,2002,humidity,79.20516,20210917174230
2021-09-17 17:43:58,GW01,H01,1102,co2,555,20210917084156
2021-09-17 17:43:58,GW01,H01,1102,nh3,1.337422,20210917084156
2021-09-17 17:45:18,GW01,H01,2000,temp,24.40001,20210101000000
2021-09-17 17:45:18,GW01,H01,2000,humidity,83.16273,20210101000000
2021-09-17 17:47:01,GW01,H02,2001,humidity,79.47371,20210101000000
2021-09-17 17:46:55,GW01,H02,2003,temp,24.69999,20210917174653
2021-09-17 17:47:01,GW01,H02,2001,temp,24.80001,20210101000000
2021-09-17 17:50:55,GW01,H02,2003,humidity,70.18212,20210917175053
2021-09-17 17:52:29,GW01,H01,1100,nh3,0.026498,20210101000000
2021-09-17 17:52:29,GW01,H01,1100,co2,0,20210101000000
2021-09-17 17:52:31,GW01,H01,2002,temp,24.59999,20210917175230
2021-09-17 17:52:31,GW01,H01,2002,humidity,79.2,20210917175230
2021-09-17 17:53:58,GW01,H01,1102,co2,552,20210917085157
2021-09-17 17:53:59,GW01,H01,1102,nh3,1.312992,20210917085157
2021-09-17 17:55:18,GW01,H01,2000,humidity,83.11385,20210101000000
2021-09-17 17:55:18,GW01,H01,2000,temp,24.39829,20210101000000
2021-09-17 17:56:55,GW01,H02,2003,temp,24.69999,20210917175653
2021-09-17 17:57:01,GW01,H02,2001,temp,24.80001,20210101000000
2021-09-17 17:57:01,GW01,H02,2001,humidity,79.19482,20210101000000
2021-09-17 18:00:55,GW01,H02,2003,humidity,70.23508,20210917180053
2021-09-17 18:02:30,GW01,H01,1100,nh3,0.024989,20210101000000
2021-09-17 18:03:59,GW01,H01,1102,co2,558,20210917090158
2021-09-17 18:02:30,GW01,H01,1100,co2,0,20210101000000
2021-09-17 18:02:31,GW01,H01,2002,humidity,79.33557,20210917180231
2021-09-17 18:03:59,GW01,H01,1102,nh3,1.311677,20210917090158
2021-09-17 18:02:31,GW01,H01,2002,temp,24.54575,20210917180231
2021-09-17 18:05:18,GW01,H01,2000,temp,24.39312,20210101000000
2021-09-17 18:05:18,GW01,H01,2000,humidity,83.11557,20210101000000
2021-09-17 18:06:55,GW01,H02,2003,temp,24.69999,20210917180653
2021-09-17 18:07:01,GW01,H02,2001,temp,24.80001,20210101000000
2021-09-17 18:07:01,GW01,H02,2001,humidity,79.23053,20210101000000
2021-09-17 18:10:55,GW01,H02,2003,humidity,70.18277,20210917181053
2021-09-17 18:12:31,GW01,H01,2002,humidity,79.37757,20210917181231
2021-09-17 18:12:42,GW01,H01,1100,co2,0,20210101000000
2021-09-17 18:12:31,GW01,H01,2002,temp,24.54655,20210917181231
2021-09-17 18:12:42,GW01,H01,1100,nh3,0.025658,20210101000000
2021-09-17 18:14:01,GW01,H01,1102,co2,569,20210917091159
2021-09-17 18:14:01,GW01,H01,1102,nh3,1.298185,20210917091159
2021-09-17 18:15:18,GW01,H01,2000,humidity,83.46726,20210101000000
2021-09-17 18:15:18,GW01,H01,2000,temp,24.39657,20210101000000
2021-09-17 18:17:01,GW01,H02,2001,humidity,79.47794,20210101000000
2021-09-17 18:16:55,GW01,H02,2003,temp,24.69999,20210917181654
2021-09-17 18:17:01,GW01,H02,2001,temp,24.79831,20210101000000
