수집시간,수집장비ID,축사번호,모듈ID,센서타입,측정값,센서시간
2021-09-17 07:43:01,GW01,H02,2001,humidity,81.75513,20210101000000
2021-09-17 07:45:18,GW01,H01,2000,temp,23.80001,20210101000000
2021-09-17 07:45:18,GW01,H01,2000,humidity,86.01018,20210101000000
2021-09-17 07:46:54,GW01,H02,2003,temp,24.49483,20210917074653
2021-09-17 07:46:54,GW01,H02,2003,humidity,73.23448,20210917074653
2021-09-17 07:48:50,GW01,H01,1100,co2,0,20210101000000
2021-09-17 07:49:01,GW01,H02,2001,temp,24.5,20210101000000
2021-09-17 07:48:50,GW01,H01,1100,nh3,0.021539,20210101000000
2021-09-17 07:52:31,GW01,H01,2002,humidity,84.05595,20210917075230
2021-09-17 07:52:31,GW01,H01,2002,temp,23.81018,20210917075230
2021-09-17 07:53:01,GW01,H02,2001,humidity,82.06614,20210101000000
2021-09-17 07:52:56,GW01,H01,1102,nh3,0.988748,20210916225054
2021-09-17 07:52:56,GW01,H01,1102,co2,491,20210916225054
2021-09-17 07:55:18,GW01,H01,2000,humidity,86.47588,20210101000000
2021-09-17 07:55:18,GW01,H01,2000,temp,23.79139,20210101000000
2021-09-17 07:56:54,GW01,H02,2003,temp,24.38967,20210917075653
2021-09-17 07:56:54,GW01,H02,2003,humidity,73.58106,20210917075653
2021-09-17 07:58:51,GW01,H01,1100,nh3,0.019381,20210101000000
2021-09-17 07:59:01,GW01,H02,2001,temp,24.5,20210101000000
2021-09-17 07:58:51,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:02:31,GW01,H01,2002,humidity,84.55087,20210917080231
2021-09-17 08:02:31,GW01,H01,2002,temp,23.80509,20210917080231
2021-09-17 08:03:01,GW01,H02,2001,humidity,82.6569,20210101000000
2021-09-17 08:02:57,GW01,H01,1102,nh3,1.017952,20210916230055
2021-09-17 08:02:57,GW01,H01,1102,co2,532,20210916230055
2021-09-17 08:05:18,GW01,H01,2000,temp,23.79656,20210101000000
2021-09-17 08:05:18,GW01,H01,2000,humidity,86.98107,20210101000000
2021-09-17 08:06:54,GW01,H02,2003,humidity,74.11897,20210917080653
2021-09-17 08:06:54,GW01,H02,2003,temp,24.38449,20210917080653
2021-09-17 08:08:52,GW01,H01,1100,nh3,0.025138,20210101000000
2021-09-17 08:08:52,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:09:01,GW01,H02,2001,temp,24.49831,20210101000000
2021-09-17 08:12:31,GW01,H01,2002,temp,23.87588,20210917081229
2021-09-17 08:12:31,GW01,H01,2002,humidity,85.0621,20210917081229
2021-09-17 08:12:58,GW01,H01,1102,co2,602,20210916231057
2021-09-17 08:13:01,GW01,H02,2001,humidity,82.63106,20210101000000
2021-09-17 08:12:58,GW01,H01,1102,nh3,1.041928,20210916231057
2021-09-17 08:15:18,GW01,H01,2000,humidity,87.13969,20210101000000
2021-09-17 08:15:18,GW01,H01,2000,temp,23.80863,20210101000000
2021-09-17 08:18:52,GW01,H01,1100,nh3,0.024576,20210101000000
2021-09-17 08:16:54,GW01,H02,2003,temp,24.34408,20210917081653
2021-09-17 08:18:52,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:16:54,GW01,H02,2003,humidity,73.81862,20210917081653
2021-09-17 08:19:01,GW01,H02,2001,temp,24.48793,20210101000000
2021-09-17 08:22:31,GW01,H01,2002,humidity,84.63795,20210917082229
2021-09-17 08:22:31,GW01,H01,2002,temp,23.90519,20210917082229
2021-09-17 08:22:59,GW01,H01,1102,co2,602,20210916232058
2021-09-17 08:22:59,GW01,H01,1102,nh3,1.051126,20210916232058
2021-09-17 08:23:01,GW01,H02,2001,humidity,82.56316,20210101000000
2021-09-17 08:25:18,GW01,H01,2000,temp,23.88105,20210101000000
2021-09-17 08:25:18,GW01,H01,2000,humidity,87.08452,20210101000000
2021-09-17 08:28:53,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:26:54,GW01,H02,2003,temp,24.29322,20210917082654
2021-09-17 08:26:54,GW01,H02,2003,humidity,73.78983,20210917082654
2021-09-17 08:28:53,GW01,H01,1100,nh3,0.023093,20210101000000
2021-09-17 08:29:01,GW01,H02,2001,temp,24.40001,20210101000000
2021-09-17 08:32:31,GW01,H01,2002,humidity,84.44306,20210917083230
2021-09-17 08:32:31,GW01,H01,2002,temp,23.90001,20210917083230
2021-09-17 08:33:00,GW01,H01,1102,co2,582,20210916233059
2021-09-17 08:33:01,GW01,H02,2001,humidity,82.69311,20210101000000
2021-09-17 08:33:00,GW01,H01,1102,nh3,1.054433,20210916233059
2021-09-17 08:35:18,GW01,H01,2000,humidity,86.92028,20210101000000
2021-09-17 08:36:54,GW01,H02,2003,humidity,73.75765,20210917083654
2021-09-17 08:36:54,GW01,H02,2003,temp,24.28474,20210917083654
2021-09-17 08:35:18,GW01,H01,2000,temp,23.8034,20210101000000
2021-09-17 08:39:09,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:39:01,GW01,H02,2001,temp,24.39826,20210101000000
2021-09-17 08:39:09,GW01,H01,1100,nh3,0.025152,20210101000000
2021-09-17 08:42:31,GW01,H01,2002,humidity,84.10343,20210917084230
2021-09-17 08:42:31,GW01,H01,2002,temp,23.90679,20210917084230
2021-09-17 08:43:01,GW01,H01,1102,nh3,1.0966,20210916234100
2021-09-17 08:43:01,GW01,H02,2001,humidity,82.86375,20210101000000
2021-09-17 08:43:01,GW01,H01,1102,co2,591,20210916234100
2021-09-17 08:46:54,GW01,H02,2003,temp,24.18275,20210917084652
2021-09-17 08:45:18,GW01,H01,2000,temp,23.80173,20210101000000
2021-09-17 08:45:18,GW01,H01,2000,humidity,86.96724,20210101000000
2021-09-17 08:46:54,GW01,H02,2003,humidity,74.27243,20210917084652
2021-09-17 08:49:09,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:49:09,GW01,H01,1100,nh3,0.024937,20210101000000
2021-09-17 08:49:01,GW01,H02,2001,temp,24.30173,20210101000000
2021-09-17 08:52:32,GW01,H01,2002,temp,23.90849,20210917085230
2021-09-17 08:52:32,GW01,H01,2002,humidity,84.2474,20210917085230
2021-09-17 08:53:01,GW01,H02,2001,humidity,83.31206,20210101000000
2021-09-17 08:53:02,GW01,H01,1102,nh3,1.065973,20210916235101
2021-09-17 08:53:02,GW01,H01,1102,co2,595,20210916235101
2021-09-17 08:55:18,GW01,H01,2000,temp,23.79661,20210101000000
2021-09-17 08:56:54,GW01,H02,2003,temp,24.1931,20210917085653
2021-09-17 08:55:18,GW01,H01,2000,humidity,87.23724,20210101000000
2021-09-17 08:56:54,GW01,H02,2003,humidity,74.64657,20210917085653
2021-09-17 08:59:10,GW01,H01,1100,co2,0,20210101000000
2021-09-17 08:59:01,GW01,H02,2001,temp,24.29662,20210101000000
2021-09-17 08:59:10,GW01,H01,1100,nh3,0.020155,20210101000000
2021-09-17 09:03:04,GW01,H01,1102,co2,601,20210917000102
2021-09-17 09:04:32,GW01,H01,2002,temp,23.90001,20210917090431
2021-09-17 09:04:32,GW01,H01,2002,humidity,84.94066,20210917090431
2021-09-17 09:03:04,GW01,H01,1102,nh3,1.070623,20210917000102
2021-09-17 09:03:01,GW01,H02,2001,humidity,83.82372,20210101000000
2021-09-17 09:05:18,GW01,H01,2000,humidity,87.58798,20210101000000
2021-09-17 09:06:54,GW01,H02,2003,temp,24.16139,20210917090653
2021-09-17 09:06:54,GW01,H02,2003,humidity,75.10004,20210917090653
2021-09-17 09:05:18,GW01,H01,2000,temp,23.79311,20210101000000
2021-09-17 09:09:01,GW01,H02,2001,temp,24.30001,20210101000000
2021-09-17 09:09:11,GW01,H01,1100,nh3,0.018215,20210101000000
2021-09-17 09:09:11,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:13:01,GW01,H02,2001,humidity,83.98304,20210101000000
2021-09-17 09:13:05,GW01,H01,1102,nh3,1.077685,20210917001103
2021-09-17 09:13:05,GW01,H01,1102,co2,611,20210917001103
2021-09-17 09:15:18,GW01,H01,2000,humidity,87.91203,20210101000000
2021-09-17 09:15:18,GW01,H01,2000,temp,23.81035,20210101000000
2021-09-17 09:16:54,GW01,H02,2003,temp,24.13447,20210917091653
2021-09-17 09:16:31,GW01,H01,2002,humidity,85.18278,20210917091629
2021-09-17 09:16:31,GW01,H01,2002,temp,23.9138,20210917091629
2021-09-17 09:16:54,GW01,H02,2003,humidity,75.34824,20210917091653
2021-09-17 09:19:01,GW01,H02,2001,temp,24.29831,20210101000000
2021-09-17 09:19:13,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:19:13,GW01,H01,1100,nh3,0.019062,20210101000000
2021-09-17 09:23:01,GW01,H02,2001,humidity,84.25084,20210101000000
2021-09-17 09:23:06,GW01,H01,1102,nh3,1.066076,20210917002105
2021-09-17 09:23:06,GW01,H01,1102,co2,608,20210917002105
2021-09-17 09:25:18,GW01,H01,2000,humidity,88.1414,20210101000000
2021-09-17 09:26:54,GW01,H02,2003,temp,24.20169,20210917092654
2021-09-17 09:26:31,GW01,H01,2002,temp,23.91897,20210917092629
2021-09-17 09:26:31,GW01,H01,2002,humidity,85.32069,20210917092629
2021-09-17 09:25:18,GW01,H01,2000,temp,23.80173,20210101000000
2021-09-17 09:26:54,GW01,H02,2003,humidity,75.42709,20210917092654
2021-09-17 09:29:01,GW01,H02,2001,temp,24.39475,20210101000000
2021-09-17 09:29:15,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:29:15,GW01,H01,1100,nh3,0.020299,20210101000000
2021-09-17 09:33:01,GW01,H02,2001,humidity,84.54659,20210101000000
2021-09-17 09:33:07,GW01,H01,1102,nh3,1.112141,20210917003106
2021-09-17 09:33:07,GW01,H01,1102,co2,625,20210917003106
2021-09-17 09:36:31,GW01,H01,2002,temp,24.00345,20210917093629
2021-09-17 09:35:18,GW01,H01,2000,humidity,88.39307,20210101000000
2021-09-17 09:36:31,GW01,H01,2002,humidity,85.30344,20210917093629
2021-09-17 09:35:18,GW01,H01,2000,temp,23.89656,20210101000000
2021-09-17 09:36:54,GW01,H02,2003,humidity,75.70338,20210917093654
2021-09-17 09:36:54,GW01,H02,2003,temp,24.21017,20210917093654
2021-09-17 09:39:01,GW01,H02,2001,temp,24.39312,20210101000000
2021-09-17 09:39:16,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:39:16,GW01,H01,1100,nh3,0.020122,20210101000000
2021-09-17 09:43:01,GW01,H02,2001,humidity,84.51898,20210101000000
2021-09-17 09:43:08,GW01,H01,1102,nh3,1.074102,20210917004107
2021-09-17 09:43:08,GW01,H01,1102,co2,628,20210917004107
2021-09-17 09:46:32,GW01,H01,2002,temp,23.99828,20210917094630
2021-09-17 09:45:18,GW01,H01,2000,humidity,88.53054,20210101000000
2021-09-17 09:46:54,GW01,H02,2003,humidity,75.69827,20210917094652
2021-09-17 09:46:32,GW01,H01,2002,humidity,85.51205,20210917094630
2021-09-17 09:45:18,GW01,H01,2000,temp,23.90001,20210101000000
2021-09-17 09:46:54,GW01,H02,2003,temp,24.29656,20210917094652
2021-09-17 09:49:01,GW01,H02,2001,temp,24.39829,20210101000000
2021-09-17 09:49:17,GW01,H01,1100,nh3,0.021443,20210101000000
2021-09-17 09:49:17,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:53:01,GW01,H02,2001,humidity,84.59315,20210101000000
2021-09-17 09:53:09,GW01,H01,1102,co2,618,20210917005108
2021-09-17 09:53:09,GW01,H01,1102,nh3,1.062494,20210917005108
2021-09-17 09:55:18,GW01,H01,2000,temp,23.90001,20210101000000
2021-09-17 09:56:54,GW01,H02,2003,humidity,75.91049,20210917095653
2021-09-17 09:55:18,GW01,H01,2000,humidity,88.47289,20210101000000
2021-09-17 09:56:54,GW01,H02,2003,temp,24.30001,20210917095653
2021-09-17 09:59:01,GW01,H02,2001,temp,24.40001,20210101000000
2021-09-17 09:58:31,GW01,H01,2002,temp,24.00339,20210917095830
2021-09-17 09:58:31,GW01,H01,2002,humidity,85.739,20210917095830
2021-09-17 09:59:18,GW01,H01,1100,co2,0,20210101000000
2021-09-17 09:59:18,GW01,H01,1100,nh3,0.023019,20210101000000
2021-09-17 10:03:01,GW01,H02,2001,humidity,84.63451,20210101000000
2021-09-17 10:03:10,GW01,H01,1102,co2,603,20210917010109
2021-09-17 10:03:10,GW01,H01,1102,nh3,1.081129,20210917010109
2021-09-17 10:05:18,GW01,H01,2000,temp,23.90001,20210101000000
2021-09-17 10:05:18,GW01,H01,2000,humidity,88.65427,20210101000000
2021-09-17 10:06:54,GW01,H02,2003,temp,24.39312,20210917100653
2021-09-17 10:06:54,GW01,H02,2003,humidity,75.72928,20210917100653
2021-09-17 10:09:01,GW01,H02,2001,temp,24.5,20210101000000
2021-09-17 10:08:31,GW01,H01,2002,temp,23.99322,20210917100830
2021-09-17 10:08:31,GW01,H01,2002,humidity,85.89657,20210917100830
2021-09-17 10:09:33,GW01,H01,1100,nh3,0.021851,20210101000000
2021-09-17 10:09:33,GW01,H01,1100,co2,0,20210101000000
2021-09-17 10:13:01,GW01,H02,2001,humidity,84.66106,20210101000000
2021-09-17 10:13:11,GW01,H01,1102,co2,600,20210917011110
2021-09-17 10:13:11,GW01,H01,1102,nh3,1.076445,20210917011110
2021-09-17 10:15:18,GW01,H01,2000,humidity,88.8224,20210101000000
2021-09-17 10:15:18,GW01,H01,2000,temp,23.90001,20210101000000
2021-09-17 10:16:54,GW01,H02,2003,temp,24.40527,20210917101653
2021-09-17 10:16:54,GW01,H02,2003,humidity,75.71228,20210917101653
2021-09-17 10:18:31,GW01,H01,2002,humidity,85.83965,20210917101831
2021-09-17 10:18:31,GW01,H01,2002,temp,24,20210917101831
2021-09-17 10:19:01,GW01,H02,2001,temp,24.50169,20210101000000
2021-09-17 10:19:33,GW01,H01,1100,co2,0,20210101000000
2021-09-17 10:19:33,GW01,H01,1100,nh3,0.024909,20210101000000
2021-09-17 10:23:01,GW01,H02,2001,humidity,84.49136,20210101000000
2021-09-17 10:23:13,GW01,H01,1102,nh3,1.16455,20210917012111
2021-09-17 10:23:13,GW01,H01,1102,co2,633,20210917012111
2021-09-17 10:26:54,GW01,H02,2003,temp,24.49831,20210917102653
2021-09-17 10:25:18,GW01,H01,2000,humidity,88.6983,20210101000000
2021-09-17 10:25:18,GW01,H01,2000,temp,23.99655,20210101000000
2021-09-17 10:26:54,GW01,H02,2003,humidity,75.67966,20210917102653
2021-09-17 10:28:32,GW01,H01,2002,temp,24.10171,20210917102829
2021-09-17 10:29:01,GW01,H02,2001,temp,24.58473,20210101000000
2021-09-17 10:28:32,GW01,H01,2002,humidity,85.7448,20210917102829
2021-09-17 10:29:36,GW01,H01,1100,nh3,0.025201,20210101000000
2021-09-17 10:29:36,GW01,H01,1100,co2,0,20210101000000
2021-09-17 10:33:01,GW01,H02,2001,humidity,84.61361,20210101000000
2021-09-17 10:33:14,GW01,H01,1102,nh3,1.226429,20210917013112
2021-09-17 10:33:14,GW01,H01,1102,co2,639,20210917013112
2021-09-17 10:35:18,GW01,H01,2000,humidity,88.83618,20210101000000
2021-09-17 10:35:18,GW01,H01,2000,temp,24.07068,20210101000000
2021-09-17 10:36:54,GW01,H02,2003,temp,24.55517,20210917103654
2021-09-17 10:36:54,GW01,H02,2003,humidity,75.70171,20210917103654
2021-09-17 10:39:01,GW01,H02,2001,temp,24.68793,20210101000000
2021-09-17 10:40:31,GW01,H01,2002,humidity,85.89644,20210917104029
2021-09-17 10:40:31,GW01,H01,2002,temp,24.19648,20210917104029
2021-09-17 10:41:35,GW01,H01,1100,nh3,0.030061,20210101000000
2021-09-17 10:41:35,GW01,H01,1100,co2,0,20210101000000
2021-09-17 10:43:01,GW01,H02,2001,humidity,84.80345,20210101000000
2021-09-17 10:43:14,GW01,H01,1102,co2,615,20210917014113
2021-09-17 10:43:14,GW01,H01,1102,nh3,1.2703,20210917014113
2021-09-17 10:45:18,GW01,H01,2000,temp,24.09481,20210101000000
2021-09-17 10:46:55,GW01,H02,2003,humidity,75.85251,20210917104654
2021-09-17 10:45:18,GW01,H01,2000,humidity,89.02588,20210101000000
2021-09-17 10:46:55,GW01,H02,2003,temp,24.59999,20210917104654
2021-09-17 10:49:01,GW01,H02,2001,temp,24.69999,20210101000000
2021-09-17 10:50:31,GW01,H01,2002,humidity,85.97762,20210917105030
2021-09-17 10:50:31,GW01,H01,2002,temp,24.20344,20210917105030
2021-09-17 10:53:01,GW01,H02,2001,humidity,84.61211,20210101000000
2021-09-17 10:51:36,GW01,H01,1100,nh3,0.032368,20210101000000
2021-09-17 10:51:36,GW01,H01,1100,co2,0,20210101000000
2021-09-17 10:53:15,GW01,H01,1102,co2,609,20210917015114
2021-09-17 10:53:15,GW01,H01,1102,nh3,1.325244,20210917015114
2021-09-17 10:55:18,GW01,H01,2000,temp,24.09999,20210101000000
2021-09-17 10:55:18,GW01,H01,2000,humidity,89.10854,20210101000000
2021-09-17 10:58:56,GW01,H02,2003,temp,24.69999,20210917105852
2021-09-17 10:58:56,GW01,H02,2003,humidity,75.96728,20210917105852
2021-09-17 10:59:01,GW01,H02,2001,temp,24.79656,20210101000000
2021-09-17 11:00:31,GW01,H01,2002,temp,24.19999,20210917110030
2021-09-17 11:00:31,GW01,H01,2002,humidity,86.39133,20210917110030
2021-09-17 11:01:36,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:03:01,GW01,H02,2001,humidity,84.95517,20210101000000
2021-09-17 11:01:36,GW01,H01,1100,nh3,0.03798,20210101000000
2021-09-17 11:03:17,GW01,H01,1102,co2,612,20210917020115
2021-09-17 11:03:17,GW01,H01,1102,nh3,1.433931,20210917020115
2021-09-17 11:05:18,GW01,H01,2000,humidity,89.32372,20210101000000
2021-09-17 11:05:18,GW01,H01,2000,temp,24.09999,20210101000000
2021-09-17 11:09:01,GW01,H02,2001,temp,24.82242,20210101000000
2021-09-17 11:10:54,GW01,H02,2003,temp,24.72807,20210917111053
2021-09-17 11:10:54,GW01,H02,2003,humidity,76.18597,20210917111053
2021-09-17 11:10:31,GW01,H01,2002,humidity,86.49152,20210917111030
2021-09-17 11:10:31,GW01,H01,2002,temp,24.30848,20210917111030
2021-09-17 11:11:37,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:13:01,GW01,H02,2001,humidity,85.19154,20210101000000
2021-09-17 11:11:37,GW01,H01,1100,nh3,0.041012,20210101000000
2021-09-17 11:13:18,GW01,H01,1102,co2,607,20210917021116
2021-09-17 11:13:18,GW01,H01,1102,nh3,1.510916,20210917021116
2021-09-17 11:15:18,GW01,H01,2000,humidity,89.54411,20210101000000
2021-09-17 11:15:18,GW01,H01,2000,temp,24.239,20210101000000
2021-09-17 11:19:01,GW01,H02,2001,temp,24.92543,20210101000000
2021-09-17 11:20:31,GW01,H01,2002,temp,24.40174,20210917112031
2021-09-17 11:20:31,GW01,H01,2002,humidity,86.33447,20210917112031
2021-09-17 11:20:54,GW01,H02,2003,temp,24.80691,20210917112053
2021-09-17 11:20:54,GW01,H02,2003,humidity,76.04308,20210917112053
2021-09-17 11:23:01,GW01,H02,2001,humidity,84.85762,20210101000000
2021-09-17 11:21:38,GW01,H01,1100,nh3,0.044646,20210101000000
2021-09-17 11:21:38,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:23:19,GW01,H01,1102,co2,596,20210917022117
2021-09-17 11:23:19,GW01,H01,1102,nh3,1.537892,20210917022117
2021-09-17 11:25:18,GW01,H01,2000,humidity,89.22581,20210101000000
2021-09-17 11:25:18,GW01,H01,2000,temp,24.30001,20210101000000
2021-09-17 11:29:01,GW01,H02,2001,temp,24.99831,20210101000000
2021-09-17 11:30:31,GW01,H01,2002,humidity,86.25435,20210917113029
2021-09-17 11:30:54,GW01,H02,2003,temp,24.83621,20210917113053
2021-09-17 11:30:31,GW01,H01,2002,temp,24.38949,20210917113029
2021-09-17 11:30:54,GW01,H02,2003,humidity,75.8345,20210917113053
2021-09-17 11:33:01,GW01,H02,2001,humidity,84.62546,20210101000000
2021-09-17 11:31:38,GW01,H01,1100,nh3,0.044025,20210101000000
2021-09-17 11:31:38,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:33:20,GW01,H01,1102,nh3,1.639435,20210917023119
2021-09-17 11:33:20,GW01,H01,1102,co2,625,20210917023119
2021-09-17 11:35:18,GW01,H01,2000,temp,24.30001,20210101000000
2021-09-17 11:35:18,GW01,H01,2000,humidity,89.06208,20210101000000
2021-09-17 11:39:02,GW01,H02,2001,temp,25,20210101000000
2021-09-17 11:40:54,GW01,H02,2003,temp,24.86103,20210917114054
2021-09-17 11:40:34,GW01,H01,2002,humidity,85.67415,20210917114029
2021-09-17 11:40:54,GW01,H02,2003,humidity,75.27459,20210917114054
2021-09-17 11:40:34,GW01,H01,2002,temp,24.37242,20210917114029
2021-09-17 11:41:42,GW01,H01,1100,nh3,0.042397,20210101000000
2021-09-17 11:41:42,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:43:01,GW01,H02,2001,humidity,84.1414,20210101000000
2021-09-17 11:43:21,GW01,H01,1102,nh3,1.582294,20210917024119
2021-09-17 11:45:18,GW01,H01,2000,temp,24.30001,20210101000000
2021-09-17 11:45:18,GW01,H01,2000,humidity,88.5362,20210101000000
2021-09-17 11:43:21,GW01,H01,1102,co2,595,20210917024119
2021-09-17 11:50:54,GW01,H02,2003,temp,24.89832,20210917115054
2021-09-17 11:50:54,GW01,H02,2003,humidity,74.84238,20210917115054
2021-09-17 11:51:01,GW01,H02,2001,temp,25.00172,20210101000000
2021-09-17 11:51:42,GW01,H01,1100,nh3,0.046506,20210101000000
2021-09-17 11:53:01,GW01,H02,2001,humidity,83.73624,20210101000000
2021-09-17 11:51:42,GW01,H01,1100,co2,0,20210101000000
2021-09-17 11:52:31,GW01,H01,2002,temp,24.45518,20210917115230
2021-09-17 11:52:31,GW01,H01,2002,humidity,85.11382,20210917115230
2021-09-17 11:55:18,GW01,H01,2000,temp,24.3017,20210101000000
2021-09-17 11:53:22,GW01,H01,1102,nh3,1.619315,20210917025121
2021-09-17 11:53:22,GW01,H01,1102,co2,600,20210917025121
2021-09-17 11:55:18,GW01,H01,2000,humidity,88.13905,20210101000000
2021-09-17 12:01:01,GW01,H02,2001,temp,25.08275,20210101000000
2021-09-17 12:00:54,GW01,H02,2003,temp,24.94238,20210917120054
2021-09-17 12:00:54,GW01,H02,2003,humidity,74.4966,20210917120054
2021-09-17 12:01:43,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:01:43,GW01,H01,1100,nh3,0.04367,20210101000000
2021-09-17 12:02:31,GW01,H01,2002,humidity,84.4877,20210917120230
2021-09-17 12:03:23,GW01,H01,1102,nh3,1.675979,20210917030122
2021-09-17 12:03:01,GW01,H02,2001,humidity,83.35858,20210101000000
2021-09-17 12:02:31,GW01,H01,2002,temp,24.50526,20210917120230
2021-09-17 12:03:23,GW01,H01,1102,co2,594,20210917030122
2021-09-17 12:05:18,GW01,H01,2000,humidity,87.8847,20210101000000
2021-09-17 12:05:18,GW01,H01,2000,temp,24.40001,20210101000000
2021-09-17 12:10:54,GW01,H02,2003,humidity,74.11555,20210917121052
2021-09-17 12:11:01,GW01,H02,2001,temp,25.09309,20210101000000
2021-09-17 12:10:54,GW01,H02,2003,temp,24.98966,20210917121052
2021-09-17 12:11:44,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:12:31,GW01,H01,2002,temp,24.57626,20210917121230
2021-09-17 12:12:31,GW01,H01,2002,humidity,84.26778,20210917121230
2021-09-17 12:13:24,GW01,H01,1102,nh3,1.705023,20210917031123
2021-09-17 12:13:01,GW01,H02,2001,humidity,82.99999,20210101000000
2021-09-17 12:11:44,GW01,H01,1100,nh3,0.047741,20210101000000
2021-09-17 12:13:24,GW01,H01,1102,co2,607,20210917031123
2021-09-17 12:15:18,GW01,H01,2000,humidity,87.44572,20210101000000
2021-09-17 12:15:18,GW01,H01,2000,temp,24.41018,20210101000000
2021-09-17 12:21:01,GW01,H02,2001,temp,25.09999,20210101000000
2021-09-17 12:20:54,GW01,H02,2003,humidity,73.72678,20210917122053
2021-09-17 12:20:54,GW01,H02,2003,temp,25,20210917122053
2021-09-17 12:21:45,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:21:45,GW01,H01,1100,nh3,0.050186,20210101000000
2021-09-17 12:22:31,GW01,H01,2002,humidity,83.93723,20210917122230
2021-09-17 12:22:31,GW01,H01,2002,temp,24.5644,20210917122230
2021-09-17 12:23:25,GW01,H01,1102,co2,605,20210917032123
2021-09-17 12:23:25,GW01,H01,1102,nh3,1.770546,20210917032123
2021-09-17 12:23:01,GW01,H02,2001,humidity,82.76608,20210101000000
2021-09-17 12:25:18,GW01,H01,2000,temp,24.43221,20210101000000
2021-09-17 12:25:18,GW01,H01,2000,humidity,87.31016,20210101000000
2021-09-17 12:30:54,GW01,H02,2003,humidity,73.95515,20210917123053
2021-09-17 12:30:54,GW01,H02,2003,temp,24.99828,20210917123053
2021-09-17 12:31:01,GW01,H02,2001,temp,25.09999,20210101000000
2021-09-17 12:32:31,GW01,H01,2002,temp,24.58982,20210917123231
2021-09-17 12:31:45,GW01,H01,1100,nh3,0.056472,20210101000000
2021-09-17 12:31:45,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:32:31,GW01,H01,2002,humidity,84.00172,20210917123231
2021-09-17 12:33:26,GW01,H01,1102,nh3,1.792143,20210917033125
2021-09-17 12:33:01,GW01,H02,2001,humidity,82.81523,20210101000000
2021-09-17 12:33:26,GW01,H01,1102,co2,615,20210917033125
2021-09-17 12:35:18,GW01,H01,2000,humidity,87.33791,20210101000000
2021-09-17 12:35:18,GW01,H01,2000,temp,24.50172,20210101000000
2021-09-17 12:40:54,GW01,H02,2003,humidity,73.52934,20210917124053
2021-09-17 12:40:54,GW01,H02,2003,temp,25.00345,20210917124053
2021-09-17 12:41:01,GW01,H02,2001,temp,25.10338,20210101000000
2021-09-17 12:42:32,GW01,H01,2002,temp,24.68792,20210917124229
2021-09-17 12:41:45,GW01,H01,1100,nh3,0.054243,20210101000000
2021-09-17 12:41:45,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:43:27,GW01,H01,1102,nh3,1.839556,20210917034126
2021-09-17 12:43:01,GW01,H02,2001,humidity,82.58138,20210101000000
2021-09-17 12:42:32,GW01,H01,2002,humidity,83.71724,20210917124229
2021-09-17 12:43:27,GW01,H01,1102,co2,625,20210917034126
2021-09-17 12:45:18,GW01,H01,2000,humidity,86.97239,20210101000000
2021-09-17 12:45:18,GW01,H01,2000,temp,24.58964,20210101000000
2021-09-17 12:50:54,GW01,H02,2003,humidity,73.10004,20210917125054
2021-09-17 12:51:01,GW01,H02,2001,temp,25.18447,20210101000000
2021-09-17 12:50:54,GW01,H02,2003,temp,25.05592,20210917125054
2021-09-17 12:51:46,GW01,H01,1100,nh3,0.048795,20210101000000
2021-09-17 12:51:46,GW01,H01,1100,co2,0,20210101000000
2021-09-17 12:53:28,GW01,H01,1102,co2,606,20210917035126
2021-09-17 12:53:28,GW01,H01,1102,nh3,1.793865,20210917035126
2021-09-17 12:53:01,GW01,H02,2001,humidity,82.07761,20210101000000
2021-09-17 12:55:18,GW01,H01,2000,temp,24.55344,20210101000000
2021-09-17 12:54:31,GW01,H01,2002,humidity,83.03101,20210917125429
2021-09-17 12:54:31,GW01,H01,2002,temp,24.69654,20210917125429
2021-09-17 12:55:18,GW01,H01,2000,humidity,86.34138,20210101000000
2021-09-17 13:00:54,GW01,H02,2003,temp,25.00172,20210917130054
2021-09-17 13:00:54,GW01,H02,2003,humidity,72.81728,20210917130054
2021-09-17 13:01:01,GW01,H02,2001,temp,25.10344,20210101000000
2021-09-17 13:01:46,GW01,H01,1100,nh3,0.049256,20210101000000
