org_file_name,db_weight_prediction_pixel_mean,jetson_weight_prediction_pixel_mean,delta,create_time
FA0002_GW01_H02_0010_20211125141241_farm_image_real_1accc58a4c25.jpg,9051.0,1536.0,7515.0,2021-11-25 14:12:41
FA0002_GW01_H01_0007_20211125141247_farm_image_real_277e82794ecd.jpg,7268.0,1188.0,6080.0,2021-11-25 14:12:47
FA0002_GW01_H01_0002_20211125141635_farm_image_real_384d46f9426a.jpg,9130.0,1519.0,7611.0,2021-11-25 14:16:35
FA0002_GW01_H02_0015_20211125141642_farm_image_real_b3c45d8d4403.jpg,9668.0,1568.0,8100.0,2021-11-25 14:16:42
FA0002_GW01_H01_0001_20211125141853_farm_image_real_710ee3c74971.jpg,10833.0,1708.0,9125.0,2021-11-25 14:18:53
FA0002_GW01_H02_0012_20211125142027_farm_image_real_ff88ca7e418e.jpg,10067.0,1707.0,8360.0,2021-11-25 14:20:27
FA0002_GW01_H02_0014_20211125142235_farm_image_real_53794052439b.jpg,8611.0,1401.0,7210.0,2021-11-25 14:22:35
FA0002_GW01_H02_0010_20211125142434_farm_image_real_bf51edc94ac8.jpg,9567.0,1546.0,8021.0,2021-11-25 14:24:34
FA0002_GW01_H02_0015_20211125142835_farm_image_real_1129219d482a.jpg,9624.0,1538.0,8086.0,2021-11-25 14:28:35
FA0002_GW01_H02_0013_20211125142843_farm_image_real_24dca26447d5.jpg,10054.0,1621.0,8433.0,2021-11-25 14:28:43
FA0002_GW01_H01_0001_20211125142900_farm_image_real_cf71df2f4e59.jpg,9251.0,1647.0,7604.0,2021-11-25 14:29:00
FA0002_GW01_H02_0012_20211125143227_farm_image_real_8f77f67940a6.jpg,9132.0,1578.0,7554.0,2021-11-25 14:32:27
FA0002_GW01_H02_0014_20211125143239_farm_image_real_696a6aad47d3.jpg,9828.0,1829.0,7999.0,2021-11-25 14:32:39
FA0002_GW01_H02_0010_20211125143434_farm_image_real_d1676c964905.jpg,9141.0,1590.0,7551.0,2021-11-25 14:34:34
FA0002_GW01_H02_0015_20211125143840_farm_image_real_1b71f6fe4c50.jpg,9966.0,1708.0,8258.0,2021-11-25 14:38:40
FA0002_GW01_H01_0001_20211125143904_farm_image_real_52536e5b49de.jpg,9232.0,1669.0,7563.0,2021-11-25 14:39:04
FA0002_GW01_H02_0013_20211125144035_farm_image_real_0f8052814f05.jpg,9776.0,1596.0,8180.0,2021-11-25 14:40:35
FA0002_GW01_H01_0002_20211125144036_farm_image_real_4bf291e64ac4.jpg,9373.0,1863.0,7510.0,2021-11-25 14:40:36
FA0002_GW01_H02_0012_20211125144228_farm_image_real_6b0890e8451b.jpg,8507.0,1381.0,7126.0,2021-11-25 14:42:28
FA0002_GW01_H02_0010_20211125144436_farm_image_real_ea8a2f3b46ad.jpg,9140.0,1450.0,7690.0,2021-11-25 14:44:36
FA0002_GW01_H01_0001_20211125144910_farm_image_real_dc275c8d46bc.jpg,10731.0,1708.0,9023.0,2021-11-25 14:49:10
FA0002_GW01_H02_0015_20211125145036_farm_image_real_4c44b80e4a1a.jpg,9077.0,1645.0,7432.0,2021-11-25 14:50:36
FA0002_GW01_H02_0012_20211125145230_farm_image_real_30439c6a4dbc.jpg,10698.0,1704.0,8994.0,2021-11-25 14:52:30
FA0002_GW01_H01_0002_20211125145232_farm_image_real_271fabc84456.jpg,10684.0,2086.0,8598.0,2021-11-25 14:52:32
FA0002_GW01_H02_0014_20211125145437_farm_image_real_595121584c2e.jpg,10341.0,1848.0,8493.0,2021-11-25 14:54:37
FA0002_GW01_H02_0010_20211125145634_farm_image_real_edd34b6040d7.jpg,9272.0,1558.0,7714.0,2021-11-25 14:56:34
FA0002_GW01_H01_0001_20211125145917_farm_image_real_0ea6ff6b4285.jpg,9366.0,1460.0,7906.0,2021-11-25 14:59:17
FA0002_GW01_H02_0013_20211125150040_farm_image_real_767369f14b6b.jpg,9972.0,1612.0,8360.0,2021-11-25 15:00:40
FA0002_GW01_H01_0002_20211125150429_farm_image_real_bc98f31d42d7.jpg,10036.0,1670.0,8366.0,2021-11-25 15:04:29
FA0002_GW01_H02_0010_20211125150829_farm_image_real_ab286f414073.jpg,8628.0,1411.0,7217.0,2021-11-25 15:08:29
FA0002_GW01_H01_0001_20211125150925_farm_image_real_e74575534295.jpg,9908.0,1730.0,8178.0,2021-11-25 15:09:25
FA0002_GW01_H02_0013_20211125151056_farm_image_real_6add159f435f.jpg,9914.0,1770.0,8144.0,2021-11-25 15:10:56
FA0002_GW01_H02_0012_20211125151233_farm_image_real_c7d8f6694c51.jpg,9186.0,1509.0,7677.0,2021-11-25 15:12:33
FA0002_GW01_H02_0015_20211125151240_farm_image_real_2d8dcc2d45f8.jpg,10136.0,1704.0,8432.0,2021-11-25 15:12:40
FA0002_GW01_H01_0001_20211125152005_farm_image_real_e46c041f414b.jpg,9195.0,1490.0,7705.0,2021-11-25 15:20:05
FA0002_GW01_H02_0010_20211125152027_farm_image_real_c65235cf4abc.jpg,9294.0,1481.0,7813.0,2021-11-25 15:20:27
FA0002_GW01_H02_0013_20211125152240_farm_image_real_dbcc729245c8.jpg,10054.0,1898.0,8156.0,2021-11-25 15:22:40
FA0002_GW01_H02_0015_20211125152240_farm_image_real_957b0c5c4cf6.jpg,10135.0,1664.0,8471.0,2021-11-25 15:22:40
FA0002_GW01_H02_0012_20211125152429_farm_image_real_77c186724b16.jpg,9109.0,1469.0,7640.0,2021-11-25 15:24:29
FA0002_GW01_H01_0001_20211125153011_farm_image_real_03d2fe2443b0.jpg,9511.0,1496.0,8015.0,2021-11-25 15:30:11
FA0002_GW01_H02_0010_20211125153037_farm_image_real_5d8ae3864679.jpg,9960.0,1612.0,8348.0,2021-11-25 15:30:37
FA0002_GW01_H02_0012_20211125153429_farm_image_real_6d8fc7294c88.jpg,8384.0,1579.0,6805.0,2021-11-25 15:34:29
FA0002_GW01_H02_0013_20211125153440_farm_image_real_b69dbe95495d.jpg,10016.0,1876.0,8140.0,2021-11-25 15:34:40
FA0002_GW01_H02_0015_20211125153515_farm_image_real_7fdd702444b6.jpg,9413.0,1533.0,7880.0,2021-11-25 15:35:15
FA0002_GW01_H01_0002_20211125153634_farm_image_real_fa2589804073.jpg,10559.0,1684.0,8875.0,2021-11-25 15:36:34
FA0002_GW01_H01_0001_20211125154017_farm_image_real_8658a494487a.jpg,9748.0,1633.0,8115.0,2021-11-25 15:40:17
FA0002_GW01_H02_0010_20211125154237_farm_image_real_61bcb38d494b.jpg,9246.0,1543.0,7703.0,2021-11-25 15:42:37
FA0002_GW01_H02_0012_20211125154435_farm_image_real_ebf43806417c.jpg,9689.0,1578.0,8111.0,2021-11-25 15:44:35
FA0002_GW01_H01_0007_20211125154502_farm_image_real_91e8073d408c.jpg,11123.0,1755.0,9368.0,2021-11-25 15:45:02
FA0002_GW01_H02_0015_20211125154639_farm_image_real_658077de4bb5.jpg,10794.0,1848.0,8946.0,2021-11-25 15:46:39
FA0002_GW01_H02_0013_20211125154639_farm_image_real_02d474a84ab3.jpg,10649.0,1780.0,8869.0,2021-11-25 15:46:39
FA0002_GW01_H01_0001_20211125155023_farm_image_real_d219565f4bdc.jpg,9524.0,1542.0,7982.0,2021-11-25 15:50:23
