"create_time","farm_id","house_id","module_id","org_file_name","weight_prediction_count","weight_prediction_pixel_mean","weight_prediction_weight","weight_prediction_status"
"2021-11-23 13:42:22","FA0002","H01","0001","FA0002_GW01_H01_0001_20211123134222_farm_image_real_110dc0db49d5.jpg",8,9080.0,2010.1,"success"
"2021-11-23 13:42:43","FA0002","H01","0007","FA0002_GW01_H01_0007_20211123134243_farm_image_real_388a5d9a4c9b.jpg","","","","fail"
"2021-11-23 13:44:36","FA0002","H02","0010","FA0002_GW01_H02_0010_20211123134436_farm_image_real_f88bc56a4016.jpg",4,8175.0,1806.6,"success"
"2021-11-23 13:44:42","FA0002","H02","0014","FA0002_GW01_H02_0014_20211123134442_farm_image_real_846954a94ead.jpg",2,10012.0,2219.6,"success"
"2021-11-23 13:44:46","FA0002","H02","0013","FA0002_GW01_H02_0013_20211123134446_farm_image_real_b0a6e817431a.jpg",1,10221.0,2266.6,"success"
"2021-11-23 13:46:28","FA0002","H01","0002","FA0002_GW01_H01_0002_20211123134628_farm_image_real_e60b66254c61.jpg",2,9228.0,2043.3,"success"
"2021-11-23 13:48:33","FA0002","H02","0012","FA0002_GW01_H02_0012_20211123134833_farm_image_real_d5794efb4393.jpg",2,9685.0,2146.1,"success"
"2021-11-23 13:48:38","FA0002","H02","0015","FA0002_GW01_H02_0015_20211123134838_farm_image_real_4bfb84fa46f0.jpg",6,9532.0,2111.7,"success"
"2021-11-23 13:52:38","FA0002","H01","0001","FA0002_GW01_H01_0001_20211123135238_farm_image_real_405f6eee416d.jpg",7,9262.0,2051.0,"success"
"2021-11-23 13:54:42","FA0002","H01","0007","FA0002_GW01_H01_0007_20211123135442_farm_image_real_901211504919.jpg","","","","fail"
"2021-11-23 13:56:28","FA0002","H01","0002","FA0002_GW01_H01_0002_20211123135628_farm_image_real_a368fd9f4f80.jpg","","","","fail"
"2021-11-23 13:56:34","FA0002","H02","0010","FA0002_GW01_H02_0010_20211123135634_farm_image_real_071688414bc8.jpg",1,10948.0,2430.0,"success"
"2021-11-23 13:56:36","FA0002","H02","0014","FA0002_GW01_H02_0014_20211123135636_farm_image_real_a7496dc84df2.jpg","","","","fail"
"2021-11-23 13:56:36","FA0002","H02","0013","FA0002_GW01_H02_0013_20211123135636_farm_image_real_218415544d18.jpg",3,9449.0,2093.0,"success"
"2021-11-23 14:00:28","FA0002","H02","0012","FA0002_GW01_H02_0012_20211123140028_farm_image_real_bfa98912499c.jpg",3,10471.0,2322.8,"success"
"2021-11-23 14:00:36","FA0002","H02","0015","FA0002_GW01_H02_0015_20211123140036_farm_image_real_cdc4d659441d.jpg",2,8805.0,1948.2,"success"
"2021-11-23 14:02:40","FA0002","H01","0001","FA0002_GW01_H01_0001_20211123140240_farm_image_real_b15881534b1d.jpg",4,8665.0,1916.8,"success"
"2021-11-23 14:04:44","FA0002","H01","0007","FA0002_GW01_H01_0007_20211123140444_farm_image_real_b7b43e8a4b9f.jpg","","","","fail"
"2021-11-23 14:06:28","FA0002","H01","0002","FA0002_GW01_H01_0002_20211123140628_farm_image_real_d6b2334842a8.jpg","","","","fail"
"2021-11-23 14:06:39","FA0002","H02","0010","FA0002_GW01_H02_0010_20211123140639_farm_image_real_620833a447cf.jpg",2,8254.0,1824.4,"success"
"2021-11-23 14:06:43","FA0002","H02","0014","FA0002_GW01_H02_0014_20211123140643_farm_image_real_3fe72fa649b4.jpg",1,9574.0,2121.1,"success"
"2021-11-23 14:06:45","FA0002","H02","0013","FA0002_GW01_H02_0013_20211123140645_farm_image_real_920d062b4504.jpg","","","","fail"
"2021-11-23 14:10:28","FA0002","H02","0012","FA0002_GW01_H02_0012_20211123141028_farm_image_real_0acb2e9c49a5.jpg",1,9717.0,2153.3,"success"
"2021-11-23 14:10:43","FA0002","H02","0015","FA0002_GW01_H02_0015_20211123141043_farm_image_real_d0928c914688.jpg",1,12036.0,2674.6,"success"
"2021-11-23 14:12:44","FA0002","H01","0001","FA0002_GW01_H01_0001_20211123141244_farm_image_real_376bebc844fd.jpg",3,10368.0,2299.6,"success"
"2021-11-23 14:16:30","FA0002","H01","0002","FA0002_GW01_H01_0002_20211123141630_farm_image_real_5905c6f543df.jpg","","","","fail"
"2021-11-23 14:16:39","FA0002","H02","0010","FA0002_GW01_H02_0010_20211123141639_farm_image_real_6a9ca5c34c5f.jpg",3,8203.0,1812.9,"success"
"2021-11-23 14:17:02","FA0002","H01","0007","FA0002_GW01_H01_0007_20211123141702_farm_image_real_e1676b854c74.jpg","","","","fail"
"2021-11-23 14:18:36","FA0002","H02","0013","FA0002_GW01_H02_0013_20211123141836_farm_image_real_cc86c46245e9.jpg",1,9199.0,2036.8,"success"
"2021-11-23 14:18:38","FA0002","H02","0014","FA0002_GW01_H02_0014_20211123141838_farm_image_real_ec81b4c94558.jpg","","","","fail"
"2021-11-23 14:20:29","FA0002","H02","0012","FA0002_GW01_H02_0012_20211123142029_farm_image_real_abd290f5486c.jpg","","","","fail"
"2021-11-23 14:22:40","FA0002","H02","0015","FA0002_GW01_H02_0015_20211123142240_farm_image_real_10ae55254060.jpg",4,9693.0,2147.9,"success"
"2021-11-23 14:22:47","FA0002","H01","0001","FA0002_GW01_H01_0001_20211123142247_farm_image_real_6bf163b244ed.jpg",3,7978.0,1762.3,"success"
