date,org_file_name,weight_prediction_pixel_mean,weight_prediction_weight,bright
20211125095633,FA0002_GW01_H02_0014_20211125095633_farm_image_real_394e425e4445.jpg,1404.0,306.3,yes
20211125094235,FA0002_GW01_H02_0010_20211125094235_farm_image_real_60505a524a04.jpg,1494.0,326.6,yes
20211125100241,FA0002_GW01_H02_0010_20211125100241_farm_image_real_4f95db0045e6.jpg,1445.0,315.5,yes
20211125130240,FA0002_GW01_H02_0015_20211125130240_farm_image_real_05e41ef34d72.jpg,1784.0,392.3,no
20211125140627,FA0002_GW01_H01_0002_20211125140627_farm_image_real_14ea3d254c67.jpg,1596.0,349.7,no
20211125111701,FA0002_GW01_H01_0001_20211125111701_farm_image_real_9f2e8efc4ced.jpg,1448.0,316.2,no
20211125122832,FA0002_GW01_H02_0012_20211125122832_farm_image_real_045972fc419a.jpg,1663.0,364.9,yes
20211125144036,FA0002_GW01_H01_0002_20211125144036_farm_image_real_4bf291e64ac4.jpg,1863.0,410.2,yes
20211125094633,FA0002_GW01_H02_0014_20211125094633_farm_image_real_c41f8fd84213.jpg,1132.0,244.7,yes
20211125105039,FA0002_GW01_H02_0013_20211125105039_farm_image_real_e35022f24202.jpg,1676.0,367.8,yes
20211125125825,FA0002_GW01_H01_0002_20211125125825_farm_image_real_4c2cd5fe4c5e.jpg,1960.0,432.1,no
20211125102629,FA0002_GW01_H01_0002_20211125102629_farm_image_real_e3a9b5ab46da.jpg,1640.0,359.7,yes
20211125075459,FA0002_GW01_H02_0013_20211125075459_farm_image_real_b05923e84a8c.jpg,1413.0,308.3,no
20211125094234,FA0002_GW01_H02_0012_20211125094234_farm_image_real_b1b7b58f41b2.jpg,1288.0,280.0,yes
20211125124044,FA0002_GW01_H02_0015_20211125124044_farm_image_real_9368695f4cb6.jpg,1590.0,348.4,no
20211125154502,FA0002_GW01_H01_0007_20211125154502_farm_image_real_91e8073d408c.jpg,1755.0,385.7,no
20211125130238,FA0002_GW01_H02_0013_20211125130238_farm_image_real_01c17c2f4b0c.jpg,1802.0,396.4,yes
20211125134635,FA0002_GW01_H02_0013_20211125134635_farm_image_real_b2ab10ff44b7.jpg,1800.0,395.9,yes
20211125102837,FA0002_GW01_H02_0013_20211125102837_farm_image_real_191721f441c3.jpg,1540.0,337.0,yes
20211125075456,FA0002_GW01_H02_0010_20211125075456_farm_image_real_1e784cc84981.jpg,1584.0,347.0,no
20211125092232,FA0002_GW01_H02_0012_20211125092232_farm_image_real_f0d6358148e0.jpg,1434.0,313.1,yes
20211125114713,FA0002_GW01_H01_0001_20211125114713_farm_image_real_5dc448a747eb.jpg,1696.0,372.4,no
20211125134852,FA0002_GW01_H01_0007_20211125134852_farm_image_real_9cf28864470e.jpg,1719.0,377.6,no
20211125125439,FA0002_GW01_H01_0007_20211125125439_farm_image_real_8ebac71f4306.jpg,4053.0,905.9,no
20211125154639,FA0002_GW01_H02_0015_20211125154639_farm_image_real_658077de4bb5.jpg,1848.0,406.8,no
20211125135432,FA0002_GW01_H01_0002_20211125135432_farm_image_real_58f81d834922.jpg,1758.0,386.4,yes
20211125121428,FA0002_GW01_H01_0002_20211125121428_farm_image_real_9fc52be6466a.jpg,1592.0,348.8,yes
20211125130235,FA0002_GW01_H02_0012_20211125130235_farm_image_real_652642174947.jpg,1522.0,333.0,yes
20211125154637,FA0002_GW01_H01_0002_20211125154637_farm_image_real_afa46bc342f4.jpg,1659.0,364.0,no
20211125134833,FA0002_GW01_H02_0010_20211125134833_farm_image_real_38f174d74709.jpg,1638.0,359.2,yes
20211125112240,FA0002_GW01_H02_0013_20211125112240_farm_image_real_323038454c9d.jpg,1554.0,340.2,yes
20211125141027,FA0002_GW01_H02_0012_20211125141027_farm_image_real_d7aee3944052.jpg,1548.0,338.9,yes
20211125114844,FA0002_GW01_H02_0014_20211125114844_farm_image_real_a1e72ad34133.jpg,1792.0,394.1,no
20211125140853,FA0002_GW01_H01_0001_20211125140853_farm_image_real_bb189adc42ee.jpg,1751.0,384.8,no
20211125093045,FA0002_GW01_H02_0013_20211125093045_farm_image_real_39d8c7a44a6c.jpg,1626.0,356.5,yes
20211125140644,FA0002_GW01_H02_0013_20211125140644_farm_image_real_20790bc845f3.jpg,1736.0,381.4,yes
20211125134829,FA0002_GW01_H02_0012_20211125134829_farm_image_real_f64d88eb4fcd.jpg,1516.0,331.6,yes
20211125131431,FA0002_GW01_H02_0015_20211125131431_farm_image_real_2152fb6f4518.jpg,1634.0,358.3,no
20211125081831,FA0002_GW01_H02_0012_20211125081831_farm_image_real_a8f9ac794d8a.jpg,1494.0,326.6,yes
20211125141232,FA0002_GW01_H02_0014_20211125141232_farm_image_real_4c6223ca471c.jpg,1659.0,364.0,no
20211125122045,FA0002_GW01_H01_0007_20211125122045_farm_image_real_62cf389d40b3.jpg,1186.0,256.9,no
20211125083514,FA0002_GW01_H01_0001_20211125083514_farm_image_real_55beadf74c97.jpg,1978.0,436.2,yes
20211125084258,FA0002_GW01_H01_0002_20211125084258_farm_image_real_10f582aa4c9b.jpg,1400.0,305.4,yes
20211125130815,FA0002_GW01_H01_0001_20211125130815_farm_image_real_537f9e614102.jpg,1710.0,375.5,no
20211125122839,FA0002_GW01_H02_0013_20211125122839_farm_image_real_9c46be834460.jpg,1654.0,362.9,yes
20211125102643,FA0002_GW01_H01_0001_20211125102643_farm_image_real_c2c88d9c4ec4.jpg,1518.0,332.1,no
20211125102038,FA0002_GW01_H02_0015_20211125102038_farm_image_real_17551a3f434a.jpg,1443.0,315.1,yes
20211125154639,FA0002_GW01_H02_0013_20211125154639_farm_image_real_02d474a84ab3.jpg,1780.0,391.4,yes
20211125153011,FA0002_GW01_H01_0001_20211125153011_farm_image_real_03d2fe2443b0.jpg,1496.0,327.1,no
20211125131429,FA0002_GW01_H02_0012_20211125131429_farm_image_real_f6de55794730.jpg,1779.0,391.1,yes
20211125130642,FA0002_GW01_H02_0014_20211125130642_farm_image_real_8ba785624d93.jpg,1837.0,404.3,no
20211125113441,FA0002_GW01_H02_0013_20211125113441_farm_image_real_fc76a95e4605.jpg,1705.0,374.4,yes
20211125085441,FA0002_GW01_H01_0002_20211125085441_farm_image_real_5f8e484744ee.jpg,1506.0,329.4,yes
20211125114639,FA0002_GW01_H02_0013_20211125114639_farm_image_real_07c6bdfd4b46.jpg,1524.0,333.4,yes
20211125075456,FA0002_GW01_H02_0012_20211125075456_farm_image_real_4bc227ba49b6.jpg,1519.0,332.3,yes
20211125092832,FA0002_GW01_H01_0002_20211125092832_farm_image_real_4993c5ff41de.jpg,1433.0,312.8,yes
20211125134436,FA0002_GW01_H02_0015_20211125134436_farm_image_real_a756cf6743c8.jpg,1650.0,361.9,no
20211125114431,FA0002_GW01_H02_0010_20211125114431_farm_image_real_eb8509ef446a.jpg,1544.0,338.0,yes
20211125103848,FA0002_GW01_H02_0013_20211125103848_farm_image_real_9b01d0644b41.jpg,1466.0,320.3,yes
20211125121838,FA0002_GW01_H02_0013_20211125121838_farm_image_real_f53d1a6a4ca0.jpg,1658.0,363.8,yes
20211125101643,FA0002_GW01_H02_0013_20211125101643_farm_image_real_f4f957f3437b.jpg,1441.0,314.6,yes
20211125122428,FA0002_GW01_H01_0002_20211125122428_farm_image_real_095174e44550.jpg,1414.0,308.5,yes
20211125091244,FA0002_GW01_H02_0015_20211125091244_farm_image_real_83f319ca4922.jpg,1641.0,359.9,yes
20211125131831,FA0002_GW01_H02_0014_20211125131831_farm_image_real_4b612f0e484d.jpg,1531.0,335.0,no
20211125091032,FA0002_GW01_H02_0010_20211125091032_farm_image_real_7b32aaa04355.jpg,1342.0,292.2,yes
20211125095241,FA0002_GW01_H02_0013_20211125095241_farm_image_real_00058c3046c8.jpg,1335.0,290.6,yes
20211125093442,FA0002_GW01_H02_0015_20211125093442_farm_image_real_95f72ed04347.jpg,1617.0,354.5,no
20211125083031,FA0002_GW01_H02_0014_20211125083031_farm_image_real_20b1a32a4497.jpg,1802.0,396.4,no
20211125125236,FA0002_GW01_H02_0015_20211125125236_farm_image_real_1bac42df4d94.jpg,1636.0,358.8,no
