,CREATE_TIME,HOUSE_ID,MODULE_ID,WEIGHT_PREDICTION_WEIGHT,WEIGHT_PREDICTION_PIXEL_MEDIAN
3428,2022-01-24 23:03:18,H03,"CT08,5",83.5,
3429,2022-01-24 23:03:23,H03,"CT09,8",80.1,
3430,2022-01-24 23:03:29,H02,"CT06,8",86.2,
3431,2022-01-24 23:03:34,H03,"CT10,11",77.8,
3432,2022-01-24 23:03:41,H01,"CT02,5",85.7,
3433,2022-01-24 23:07:58,H01,"CT03,8",66.3,
3434,2022-01-24 23:17:43,H02,"CT04,2",37.3,
3435,2022-01-24 23:17:58,H02,"CT05,5",88.4,
3436,2022-01-24 23:18:06,H03,"CT07,2",80.7,
3437,2022-01-24 23:18:13,H03,"CT08,5",84.0,
3438,2022-01-24 23:18:25,H03,"CT09,8",79.3,
3439,2022-01-24 23:18:35,H03,"CT10,11",78.5,
3440,2022-01-24 23:21:38,H01,"CT03,8",1.2,
3441,2022-01-24 23:23:29,H01,"CT02,5",86.3,
3442,2022-01-24 23:32:52,H02,"CT05,5",43.1,
3443,2022-01-24 23:33:00,H02,"CT04,2",110.3,
3444,2022-01-24 23:33:03,H03,"CT07,2",99.3,
3445,2022-01-24 23:33:15,H03,"CT08,5",101.7,
3446,2022-01-24 23:33:22,H03,"CT09,8",96.0,
3447,2022-01-24 23:33:30,H01,"CT02,5",101.7,
3448,2022-01-24 23:33:36,H03,"CT10,11",91.5,
3449,2022-01-24 23:33:47,H02,"CT06,8",102.5,
3450,2022-01-24 23:47:58,H02,"CT04,2",42.9,
3451,2022-01-24 23:48:04,H03,"CT07,2",99.6,
3452,2022-01-24 23:48:05,H01,"CT02,5",108.2,
3453,2022-01-24 23:48:18,H03,"CT08,5",95.4,
3454,2022-01-24 23:48:19,H02,"CT05,5",108.3,
3455,2022-01-24 23:48:24,H03,"CT09,8",95.8,
3456,2022-01-24 23:48:34,H03,"CT10,11",98.0,
3457,2022-01-24 23:48:35,H02,"CT06,8",88.5,
3458,2022-01-25 00:02:51,H02,"CT04,2",111.7,
3459,2022-01-25 00:03:08,H03,"CT07,2",93.0,
3460,2022-01-25 00:03:14,H03,"CT08,5",97.2,
3461,2022-01-25 00:03:34,H02,"CT05,5",105.0,
3462,2022-01-25 00:03:34,H03,"CT09,8",100.3,
3463,2022-01-25 00:03:35,H03,"CT10,11",99.7,
3464,2022-01-25 00:04:27,H01,"CT02,5",114.2,
3465,2022-01-25 00:04:35,H01,"CT01,2",115.6,
3466,2022-01-25 00:09:20,H01,"CT03,8",77.2,
3467,2022-01-25 00:17:41,H02,"CT04,2",99.5,
3468,2022-01-25 00:17:59,H02,"CT05,5",105.0,
3469,2022-01-25 00:18:03,H03,"CT07,2",99.1,
3470,2022-01-25 00:18:15,H03,"CT08,5",96.1,
3471,2022-01-25 00:18:25,H03,"CT09,8",92.2,
3472,2022-01-25 00:18:26,H01,"CT02,5",103.7,
3473,2022-01-25 00:18:35,H03,"CT10,11",100.6,
3474,2022-01-25 00:18:50,H02,"CT06,8",42.4,
3475,2022-01-25 00:24:00,H01,"CT01,2",9.3,
3476,2022-01-25 00:32:48,H02,"CT04,2",109.1,
3477,2022-01-25 00:33:02,H03,"CT07,2",101.0,
3478,2022-01-25 00:33:11,H01,"CT02,5",112.9,
3479,2022-01-25 00:33:25,H03,"CT08,5",96.7,
3480,2022-01-25 00:33:25,H02,"CT05,5",101.6,
3481,2022-01-25 00:33:33,H03,"CT09,8",87.4,
3482,2022-01-25 00:33:39,H03,"CT10,11",100.1,
3483,2022-01-25 00:33:39,H02,"CT06,8",101.0,
3484,2022-01-25 00:47:47,H02,"CT04,2",113.5,
3485,2022-01-25 00:48:02,H03,"CT07,2",98.8,
3486,2022-01-25 00:48:09,H02,"CT05,5",69.9,
3487,2022-01-25 00:48:18,H03,"CT08,5",102.2,
3488,2022-01-25 00:48:27,H03,"CT09,8",98.1,
3489,2022-01-25 00:48:37,H03,"CT10,11",47.9,
3490,2022-01-25 00:48:38,H02,"CT06,8",100.7,
3491,2022-01-25 00:49:19,H01,"CT02,5",117.3,
3492,2022-01-25 00:56:47,H01,"CT01,2",105.0,
3493,2022-01-25 01:02:36,H02,"CT04,2",108.4,
3494,2022-01-25 01:02:58,H02,"CT05,5",103.7,
3495,2022-01-25 01:03:01,H03,"CT07,2",100.9,
3496,2022-01-25 01:03:12,H03,"CT08,5",99.2,
3497,2022-01-25 01:03:23,H03,"CT09,8",97.9,
3498,2022-01-25 01:03:24,H02,"CT06,8",110.1,
3499,2022-01-25 01:03:33,H03,"CT10,11",97.0,
3500,2022-01-25 01:05:21,H01,"CT01,2",124.2,
3501,2022-01-25 01:17:39,H02,"CT04,2",110.1,
3502,2022-01-25 01:17:46,H02,"CT05,5",107.0,
3503,2022-01-25 01:18:02,H03,"CT07,2",94.5,
3504,2022-01-25 01:18:12,H02,"CT06,8",101.4,
3505,2022-01-25 01:18:13,H03,"CT08,5",80.7,
3506,2022-01-25 01:18:24,H03,"CT09,8",88.6,
3507,2022-01-25 01:18:34,H03,"CT10,11",99.6,
3508,2022-01-25 01:20:00,H01,"CT02,5",106.8,
3509,2022-01-25 01:23:29,H01,"CT03,8",78.4,
3510,2022-01-25 01:33:03,H03,"CT07,2",97.5,
3511,2022-01-25 01:33:20,H03,"CT08,5",98.9,
3512,2022-01-25 01:33:20,H02,"CT04,2",114.1,
3513,2022-01-25 01:33:29,H03,"CT09,8",94.7,
3514,2022-01-25 01:33:40,H03,"CT10,11",95.2,
3515,2022-01-25 01:33:47,H02,"CT05,5",109.0,
3516,2022-01-25 01:34:02,H02,"CT06,8",106.4,
3517,2022-01-25 01:34:19,H01,"CT02,5",61.3,
3518,2022-01-25 01:47:36,H02,"CT04,2",105.4,
3519,2022-01-25 01:47:56,H02,"CT05,5",4.3,
3520,2022-01-25 01:48:02,H03,"CT07,2",90.7,
3521,2022-01-25 01:48:16,H03,"CT08,5",102.7,
3522,2022-01-25 01:48:28,H03,"CT09,8",97.0,
3523,2022-01-25 01:48:42,H02,"CT06,8",105.1,
3524,2022-01-25 01:48:42,H03,"CT10,11",99.2,
3525,2022-01-25 01:48:43,H01,"CT01,2",68.1,
3526,2022-01-25 02:02:34,H02,"CT04,2",105.7,
3527,2022-01-25 02:02:46,H02,"CT05,5",105.8,
3528,2022-01-25 02:02:57,H02,"CT06,8",104.2,
3529,2022-01-25 02:03:01,H01,"CT01,2",119.5,
3530,2022-01-25 02:03:02,H03,"CT07,2",99.0,
3531,2022-01-25 02:03:12,H01,"CT02,5",113.4,
3532,2022-01-25 02:03:13,H03,"CT08,5",104.9,
3533,2022-01-25 02:03:24,H03,"CT09,8",105.7,
3534,2022-01-25 02:03:34,H03,"CT10,11",98.7,
3535,2022-01-25 02:17:40,H02,"CT04,2",119.0,
3536,2022-01-25 02:17:54,H02,"CT05,5",108.1,
3537,2022-01-25 02:18:02,H03,"CT07,2",107.8,
3538,2022-01-25 02:18:14,H03,"CT08,5",107.1,
3539,2022-01-25 02:18:24,H03,"CT09,8",89.7,
3540,2022-01-25 02:18:33,H03,"CT10,11",96.0,
3541,2022-01-25 02:33:04,H03,"CT07,2",100.8,
3542,2022-01-25 02:33:12,H03,"CT08,5",102.3,
3543,2022-01-25 02:33:23,H03,"CT09,8",99.0,
3544,2022-01-25 02:33:33,H02,"CT05,5",109.4,
3545,2022-01-25 02:33:35,H03,"CT10,11",102.1,
3546,2022-01-25 02:34:15,H01,"CT02,5",108.3,
3547,2022-01-25 02:34:52,H01,"CT01,2",104.4,
3548,2022-01-25 02:47:58,H02,"CT04,2",100.7,
3549,2022-01-25 02:48:02,H03,"CT07,2",101.4,
3550,2022-01-25 02:48:19,H03,"CT08,5",93.5,
3551,2022-01-25 02:48:23,H03,"CT09,8",88.4,
3552,2022-01-25 02:48:29,H02,"CT05,5",55.5,
3553,2022-01-25 02:48:33,H03,"CT10,11",87.2,
3554,2022-01-25 02:48:50,H01,"CT02,5",99.3,
3555,2022-01-25 02:48:55,H02,"CT06,8",110.3,
3556,2022-01-25 02:53:54,H01,"CT01,2",56.6,
3557,2022-01-25 03:00:46,H01,"CT03,8",75.3,
3558,2022-01-25 03:02:49,H02,"CT04,2",108.4,
3559,2022-01-25 03:03:02,H03,"CT07,2",96.8,
3560,2022-01-25 03:03:19,H02,"CT05,5",108.1,
3561,2022-01-25 03:03:23,H03,"CT09,8",98.2,
3562,2022-01-25 03:03:25,H03,"CT08,5",104.1,
3563,2022-01-25 03:03:33,H03,"CT10,11",104.6,
3564,2022-01-25 03:03:50,H02,"CT06,8",103.8,
3565,2022-01-25 03:11:44,H01,"CT03,8",77.2,
3566,2022-01-25 03:17:54,H02,"CT04,2",114.5,
3567,2022-01-25 03:18:04,H03,"CT07,2",94.6,
3568,2022-01-25 03:18:19,H03,"CT08,5",99.8,
3569,2022-01-25 03:18:26,H03,"CT09,8",90.9,
3570,2022-01-25 03:18:33,H03,"CT10,11",100.8,
3571,2022-01-25 03:18:40,H02,"CT05,5",45.6,
3572,2022-01-25 03:19:22,H01,"CT02,5",108.3,
3573,2022-01-25 03:19:41,H02,"CT06,8",73.3,
3574,2022-01-25 03:33:03,H03,"CT07,2",97.4,
3575,2022-01-25 03:33:14,H03,"CT08,5",100.4,
3576,2022-01-25 03:33:30,H03,"CT09,8",100.8,
3577,2022-01-25 03:33:36,H02,"CT04,2",109.0,
3578,2022-01-25 03:33:40,H02,"CT06,8",101.0,
3579,2022-01-25 03:33:40,H03,"CT10,11",101.0,
3580,2022-01-25 03:34:08,H02,"CT05,5",99.2,
3581,2022-01-25 03:34:33,H01,"CT02,5",112.1,
3582,2022-01-25 03:47:33,H02,"CT04,2",120.4,
3583,2022-01-25 03:47:53,H02,"CT05,5",106.1,
3584,2022-01-25 03:48:02,H03,"CT07,2",101.6,
3585,2022-01-25 03:48:06,H01,"CT01,2",127.1,
3586,2022-01-25 03:48:07,H02,"CT06,8",107.2,
3587,2022-01-25 03:48:12,H03,"CT08,5",104.0,
3588,2022-01-25 03:48:23,H03,"CT09,8",103.8,
3589,2022-01-25 03:48:33,H03,"CT10,11",100.5,
3590,2022-01-25 03:49:39,H01,"CT02,5",92.7,
3591,2022-01-25 04:03:05,H03,"CT07,2",94.0,
3592,2022-01-25 04:03:23,H02,"CT04,2",116.1,
3593,2022-01-25 04:03:23,H03,"CT08,5",107.8,
3594,2022-01-25 04:03:23,H03,"CT09,8",93.4,
3595,2022-01-25 04:03:34,H01,"CT01,2",51.4,
3596,2022-01-25 04:03:51,H02,"CT05,5",105.6,
3597,2022-01-25 04:04:00,H02,"CT06,8",108.6,
3598,2022-01-25 04:10:16,H01,"CT03,8",80.1,
3599,2022-01-25 04:17:41,H02,"CT04,2",107.4,
3600,2022-01-25 04:17:55,H02,"CT05,5",101.5,
3601,2022-01-25 04:18:02,H03,"CT07,2",103.6,
3602,2022-01-25 04:18:13,H03,"CT08,5",101.5,
3603,2022-01-25 04:18:23,H03,"CT09,8",94.5,
3604,2022-01-25 04:18:28,H02,"CT06,8",108.7,
3605,2022-01-25 04:18:34,H03,"CT10,11",91.1,
3606,2022-01-25 04:32:51,H02,"CT04,2",55.8,
3607,2022-01-25 04:32:56,H02,"CT05,5",104.7,
3608,2022-01-25 04:33:00,H02,"CT06,8",63.4,
3609,2022-01-25 04:33:02,H03,"CT07,2",91.0,
3610,2022-01-25 04:33:12,H03,"CT08,5",93.2,
3611,2022-01-25 04:33:22,H03,"CT09,8",97.1,
3612,2022-01-25 04:33:33,H03,"CT10,11",87.5,
3613,2022-01-25 04:42:36,H01,"CT03,8",84.1,
3614,2022-01-25 04:43:22,H01,"CT01,2",51.4,
3615,2022-01-25 04:47:39,H02,"CT04,2",112.9,
3616,2022-01-25 04:47:48,H02,"CT05,5",108.0,
3617,2022-01-25 04:48:03,H03,"CT07,2",94.2,
3618,2022-01-25 04:48:13,H03,"CT08,5",96.4,
3619,2022-01-25 04:48:17,H02,"CT06,8",93.8,
3620,2022-01-25 04:48:23,H03,"CT09,8",96.1,
3621,2022-01-25 04:48:34,H03,"CT10,11",101.4,
3622,2022-01-25 04:52:03,H01,"CT02,5",61.4,
3623,2022-01-25 05:02:42,H02,"CT04,2",97.8,
3624,2022-01-25 05:03:02,H03,"CT07,2",103.8,
3625,2022-01-25 05:03:12,H03,"CT08,5",103.9,
3626,2022-01-25 05:03:21,H02,"CT06,8",100.1,
3627,2022-01-25 05:03:22,H03,"CT09,8",101.5,
3628,2022-01-25 05:03:34,H03,"CT10,11",101.3,
3629,2022-01-25 05:18:04,H03,"CT07,2",100.2,
3630,2022-01-25 05:18:15,H03,"CT08,5",99.0,
3631,2022-01-25 05:18:19,H02,"CT04,2",109.6,
3632,2022-01-25 05:18:22,H02,"CT05,5",115.1,
3633,2022-01-25 05:18:25,H03,"CT09,8",92.8,
3634,2022-01-25 05:18:32,H02,"CT06,8",107.5,
3635,2022-01-25 05:18:33,H03,"CT10,11",104.1,
3636,2022-01-25 05:18:53,H01,"CT02,5",2.4,
3637,2022-01-25 05:22:10,H01,"CT01,2",68.6,
3638,2022-01-25 05:32:42,H02,"CT04,2",115.4,
3639,2022-01-25 05:32:55,H02,"CT05,5",109.1,
3640,2022-01-25 05:33:03,H03,"CT07,2",101.5,
3641,2022-01-25 05:33:07,H02,"CT06,8",102.1,
3642,2022-01-25 05:33:12,H03,"CT08,5",101.3,
3643,2022-01-25 05:33:23,H03,"CT09,8",103.4,
3644,2022-01-25 05:33:34,H03,"CT10,11",99.1,
3645,2022-01-25 05:47:46,H02,"CT04,2",114.3,
3646,2022-01-25 05:48:02,H03,"CT07,2",104.6,
3647,2022-01-25 05:48:12,H03,"CT08,5",100.9,
3648,2022-01-25 05:48:15,H02,"CT05,5",110.4,
3649,2022-01-25 05:48:18,H02,"CT06,8",106.0,
3650,2022-01-25 05:48:23,H03,"CT09,8",102.0,
3651,2022-01-25 05:48:33,H03,"CT10,11",100.6,
3652,2022-01-25 05:59:48,H01,"CT01,2",118.8,
3653,2022-01-25 06:02:43,H02,"CT04,2",108.7,
3654,2022-01-25 06:03:02,H03,"CT07,2",96.6,
3655,2022-01-25 06:03:13,H03,"CT08,5",91.0,
3656,2022-01-25 06:03:23,H03,"CT09,8",96.0,
3657,2022-01-25 06:03:36,H03,"CT10,11",105.6,
3658,2022-01-25 06:03:44,H02,"CT06,8",98.5,
3659,2022-01-25 06:04:13,H01,"CT01,2",9.4,
3660,2022-01-25 06:17:59,H02,"CT04,2",91.6,
3661,2022-01-25 06:18:03,H03,"CT07,2",96.9,
3662,2022-01-25 06:18:11,H02,"CT06,8",99.8,
3663,2022-01-25 06:18:12,H03,"CT08,5",92.0,
3664,2022-01-25 06:18:23,H03,"CT09,8",54.8,
3665,2022-01-25 06:18:33,H03,"CT10,11",102.9,
3666,2022-01-25 06:18:37,H02,"CT05,5",33.1,
3667,2022-01-25 06:21:48,H01,"CT03,8",73.3,
3668,2022-01-25 06:21:56,H01,"CT01,2",114.6,
3669,2022-01-25 06:32:42,H02,"CT04,2",113.1,
3670,2022-01-25 06:33:02,H03,"CT07,2",105.0,
3671,2022-01-25 06:33:14,H03,"CT08,5",82.6,
3672,2022-01-25 06:33:22,H03,"CT09,8",98.5,
3673,2022-01-25 06:33:34,H03,"CT10,11",92.7,
3674,2022-01-25 06:36:34,H01,"CT03,8",81.2,
3675,2022-01-25 06:47:36,H02,"CT04,2",116.1,
3676,2022-01-25 06:48:02,H03,"CT07,2",101.5,
3677,2022-01-25 06:48:12,H03,"CT08,5",99.1,
3678,2022-01-25 06:48:25,H03,"CT09,8",100.7,
3679,2022-01-25 06:48:34,H03,"CT10,11",93.9,
3680,2022-01-25 06:48:36,H02,"CT05,5",110.2,
3681,2022-01-25 07:17:49,H02,"CT05,5",97.4,
3682,2022-01-25 07:17:58,H02,"CT04,2",93.5,
3683,2022-01-25 07:18:02,H03,"CT07,2",91.5,
3684,2022-01-25 07:18:13,H03,"CT08,5",95.3,
3685,2022-01-25 07:18:17,H02,"CT06,8",99.4,
3686,2022-01-25 07:18:26,H03,"CT09,8",96.5,
3687,2022-01-25 07:18:33,H03,"CT10,11",98.0,
3688,2022-01-25 07:19:17,H01,"CT01,2",3.2,
3689,2022-01-25 07:21:20,H01,"CT02,5",101.9,
3690,2022-01-25 07:32:50,H02,"CT05,5",40.4,
3691,2022-01-25 07:33:04,H03,"CT07,2",79.3,
3692,2022-01-25 07:33:12,H03,"CT08,5",85.1,
3693,2022-01-25 07:33:21,H02,"CT04,2",103.4,
3694,2022-01-25 07:33:22,H03,"CT09,8",89.7,
3695,2022-01-25 07:33:33,H03,"CT10,11",82.9,
3696,2022-01-25 07:35:04,H01,"CT02,5",50.8,
3697,2022-01-25 07:48:01,H02,"CT04,2",106.4,
3698,2022-01-25 07:48:02,H03,"CT07,2",104.1,
3699,2022-01-25 07:48:16,H01,"CT01,2",113.3,
3700,2022-01-25 07:48:23,H03,"CT09,8",101.5,
3701,2022-01-25 07:48:36,H03,"CT10,11",97.9,
3702,2022-01-25 07:48:40,H02,"CT05,5",100.1,
3703,2022-01-25 07:48:41,H02,"CT06,8",115.1,
3704,2022-01-25 08:02:54,H02,"CT04,2",114.6,
3705,2022-01-25 08:03:01,H03,"CT07,2",102.5,
3706,2022-01-25 08:03:16,H03,"CT08,5",101.7,
3707,2022-01-25 08:03:19,H02,"CT05,5",110.4,
3708,2022-01-25 08:03:27,H03,"CT09,8",101.2,
3709,2022-01-25 08:03:35,H03,"CT10,11",97.3,
3710,2022-01-25 08:03:54,H02,"CT06,8",111.7,
3711,2022-01-25 08:17:59,H02,"CT04,2",104.2,
3712,2022-01-25 08:18:05,H03,"CT07,2",87.1,
3713,2022-01-25 08:18:12,H03,"CT08,5",83.7,
3714,2022-01-25 08:18:18,H02,"CT05,5",98.2,
3715,2022-01-25 08:18:23,H03,"CT09,8",84.1,
3716,2022-01-25 08:18:33,H01,"CT02,5",54.0,
3717,2022-01-25 08:18:34,H03,"CT10,11",86.2,
3718,2022-01-25 08:19:00,H01,"CT01,2",55.1,
3719,2022-01-25 08:32:53,H02,"CT04,2",115.3,
3720,2022-01-25 08:33:04,H03,"CT07,2",93.9,
3721,2022-01-25 08:33:15,H03,"CT08,5",94.1,
3722,2022-01-25 08:33:29,H02,"CT05,5",108.8,
3723,2022-01-25 08:33:30,H03,"CT09,8",92.4,
3724,2022-01-25 08:33:34,H03,"CT10,11",93.3,
3725,2022-01-25 08:33:41,H02,"CT06,8",28.2,
3726,2022-01-25 08:34:09,H01,"CT02,5",112.3,
3727,2022-01-25 08:48:07,H03,"CT07,2",106.5,
3728,2022-01-25 08:48:16,H02,"CT04,2",113.7,
3729,2022-01-25 08:48:17,H03,"CT08,5",100.9,
3730,2022-01-25 08:48:44,H03,"CT09,8",101.0,
3731,2022-01-25 08:48:46,H02,"CT06,8",104.6,
3732,2022-01-25 08:48:46,H03,"CT10,11",101.6,
3733,2022-01-25 08:49:10,H02,"CT05,5",113.8,
3734,2022-01-25 08:54:38,H01,"CT03,8",75.0,
3735,2022-01-25 09:03:00,H02,"CT06,8",57.7,
3736,2022-01-25 09:03:03,H03,"CT07,2",112.0,
3737,2022-01-25 09:03:14,H02,"CT04,2",115.8,
3738,2022-01-25 09:03:15,H03,"CT08,5",102.2,
3739,2022-01-25 09:03:29,H03,"CT09,8",106.1,
3740,2022-01-25 09:03:35,H03,"CT10,11",100.2,
3741,2022-01-25 09:04:01,H02,"CT05,5",107.3,
3742,2022-01-25 09:04:30,H01,"CT02,5",54.8,
3743,2022-01-25 09:06:16,H01,"CT03,8",82.8,
3744,2022-01-25 09:17:59,H02,"CT04,2",117.4,
3745,2022-01-25 09:18:04,H03,"CT07,2",99.0,
3746,2022-01-25 09:18:31,H03,"CT09,8",93.1,
3747,2022-01-25 09:18:34,H03,"CT10,11",99.9,
3748,2022-01-25 09:18:38,H02,"CT05,5",114.6,
3749,2022-01-25 09:18:46,H02,"CT06,8",105.3,
3750,2022-01-25 09:18:53,H01,"CT02,5",107.0,
3751,2022-01-25 09:20:58,H01,"CT03,8",87.1,
3752,2022-01-25 09:32:50,H02,"CT04,2",116.4,
3753,2022-01-25 09:33:04,H03,"CT07,2",106.8,
3754,2022-01-25 09:33:12,H03,"CT08,5",91.5,
3755,2022-01-25 09:33:15,H02,"CT05,5",115.0,
3756,2022-01-25 09:33:22,H03,"CT09,8",97.1,
3757,2022-01-25 09:33:35,H03,"CT10,11",94.4,
3758,2022-01-25 09:33:36,H02,"CT06,8",110.3,
3759,2022-01-25 09:47:38,H02,"CT04,2",111.7,
3760,2022-01-25 09:47:56,H02,"CT05,5",105.3,
3761,2022-01-25 09:48:02,H03,"CT07,2",96.8,
3762,2022-01-25 09:48:10,H01,"CT01,2",26.9,
3763,2022-01-25 09:48:13,H03,"CT08,5",93.5,
3764,2022-01-25 09:48:31,H03,"CT09,8",91.6,
3765,2022-01-25 09:48:35,H03,"CT10,11",102.7,
3766,2022-01-25 09:48:45,H02,"CT06,8",101.5,
3767,2022-01-25 09:49:32,H01,"CT02,5",106.9,
3768,2022-01-25 10:02:38,H02,"CT04,2",96.9,
3769,2022-01-25 10:03:04,H03,"CT07,2",106.3,
3770,2022-01-25 10:03:10,H02,"CT05,5",102.7,
3771,2022-01-25 10:03:12,H03,"CT08,5",105.8,
3772,2022-01-25 10:03:22,H03,"CT09,8",103.6,
3773,2022-01-25 10:03:23,H02,"CT06,8",104.4,
3774,2022-01-25 10:03:34,H03,"CT10,11",105.0,
3775,2022-01-25 10:08:10,H01,"CT01,2",125.7,
3776,2022-01-25 10:17:47,H02,"CT04,2",50.1,
3777,2022-01-25 10:18:04,H03,"CT07,2",104.6,
3778,2022-01-25 10:18:16,H03,"CT08,5",108.2,
3779,2022-01-25 10:18:18,H02,"CT05,5",108.0,
3780,2022-01-25 10:18:30,H03,"CT09,8",101.5,
3781,2022-01-25 10:18:43,H03,"CT10,11",98.0,
3782,2022-01-25 10:18:51,H02,"CT06,8",104.8,
3783,2022-01-25 10:32:41,H02,"CT04,2",119.8,
3784,2022-01-25 10:32:51,H02,"CT05,5",123.5,
3785,2022-01-25 10:33:02,H03,"CT07,2",101.2,
3786,2022-01-25 10:33:11,H03,"CT08,5",86.3,
3787,2022-01-25 10:33:25,H03,"CT09,8",94.5,
3788,2022-01-25 10:33:27,H02,"CT06,8",106.7,
3789,2022-01-25 10:33:33,H03,"CT10,11",101.4,
3790,2022-01-25 10:34:57,H01,"CT02,5",115.9,
3791,2022-01-25 10:43:07,H01,"CT01,2",127.8,
3792,2022-01-25 10:48:04,H03,"CT07,2",104.8,
3793,2022-01-25 10:48:09,H02,"CT05,5",96.7,
3794,2022-01-25 10:48:12,H03,"CT08,5",96.0,
3795,2022-01-25 10:48:25,H03,"CT09,8",99.0,
3796,2022-01-25 10:48:29,H02,"CT04,2",114.5,
3797,2022-01-25 10:48:35,H02,"CT06,8",110.2,
3798,2022-01-25 10:48:37,H03,"CT10,11",93.4,
3799,2022-01-25 10:49:12,H01,"CT03,8",84.7,
3800,2022-01-25 10:49:26,H01,"CT02,5",77.1,
3801,2022-01-25 11:03:08,H03,"CT07,2",104.3,
3802,2022-01-25 11:03:16,H03,"CT08,5",101.7,
3803,2022-01-25 11:03:21,H02,"CT04,2",116.4,
3804,2022-01-25 11:03:31,H03,"CT09,8",104.7,
3805,2022-01-25 11:03:34,H02,"CT05,5",111.9,
3806,2022-01-25 11:03:35,H03,"CT10,11",107.2,
3807,2022-01-25 11:03:36,H02,"CT06,8",107.5,
3808,2022-01-25 11:05:36,H01,"CT01,2",135.7,
3809,2022-01-25 11:17:40,H02,"CT04,2",97.1,
3810,2022-01-25 11:17:53,H02,"CT05,5",108.5,
3811,2022-01-25 11:18:07,H03,"CT07,2",100.7,
3812,2022-01-25 11:18:12,H03,"CT08,5",104.5,
3813,2022-01-25 11:18:18,H02,"CT06,8",108.2,
3814,2022-01-25 11:18:23,H03,"CT09,8",101.3,
3815,2022-01-25 11:18:33,H03,"CT10,11",98.0,
3816,2022-01-25 11:33:01,H03,"CT07,2",112.8,
3817,2022-01-25 11:33:12,H02,"CT06,8",108.4,
3818,2022-01-25 11:33:12,H03,"CT08,5",106.6,
3819,2022-01-25 11:33:15,H02,"CT04,2",110.9,
3820,2022-01-25 11:33:20,H02,"CT05,5",112.2,
3821,2022-01-25 11:33:22,H03,"CT09,8",104.6,
3822,2022-01-25 11:33:34,H03,"CT10,11",105.8,
3823,2022-01-25 11:37:11,H01,"CT02,5",116.9,
3824,2022-01-25 11:45:03,H01,"CT03,8",77.4,
3825,2022-01-25 11:47:46,H02,"CT04,2",109.0,
3826,2022-01-25 11:47:58,H02,"CT05,5",114.4,
3827,2022-01-25 11:48:02,H03,"CT07,2",105.0,
3828,2022-01-25 11:48:12,H03,"CT08,5",93.5,
3829,2022-01-25 11:48:22,H03,"CT09,8",106.4,
3830,2022-01-25 11:48:23,H02,"CT06,8",111.0,
3831,2022-01-25 11:48:34,H03,"CT10,11",97.5,
3832,2022-01-25 11:48:45,H01,"CT03,8",76.2,
3833,2022-01-25 11:48:51,H01,"CT02,5",114.1,
3834,2022-01-25 12:03:02,H03,"CT07,2",91.7,
3835,2022-01-25 12:03:07,H02,"CT06,8",115.6,
3836,2022-01-25 12:03:13,H03,"CT08,5",104.1,
3837,2022-01-25 12:03:22,H02,"CT04,2",111.7,
3838,2022-01-25 12:03:25,H03,"CT09,8",102.0,
3839,2022-01-25 12:03:40,H03,"CT10,11",94.5,
3840,2022-01-25 12:03:48,H02,"CT05,5",97.9,
3841,2022-01-25 12:11:41,H01,"CT01,2",54.8,
3842,2022-01-25 12:17:32,H02,"CT04,2",101.7,
3843,2022-01-25 12:18:02,H03,"CT07,2",100.9,
3844,2022-01-25 12:18:12,H03,"CT08,5",88.1,
3845,2022-01-25 12:18:14,H02,"CT05,5",110.8,
3846,2022-01-25 12:18:23,H03,"CT09,8",93.1,
3847,2022-01-25 12:18:30,H02,"CT06,8",112.2,
3848,2022-01-25 12:18:33,H03,"CT10,11",98.4,
3849,2022-01-25 12:22:49,H01,"CT02,5",68.7,
3850,2022-01-25 12:33:02,H03,"CT07,2",103.8,
3851,2022-01-25 12:33:05,H02,"CT04,2",116.3,
3852,2022-01-25 12:33:16,H03,"CT08,5",99.6,
3853,2022-01-25 12:33:39,H03,"CT09,8",103.5,
3854,2022-01-25 12:33:42,H03,"CT10,11",96.2,
3855,2022-01-25 12:35:04,H01,"CT02,5",110.2,
3856,2022-01-25 12:47:47,H02,"CT04,2",112.4,
3857,2022-01-25 12:47:59,H02,"CT06,8",113.8,
3858,2022-01-25 12:48:04,H03,"CT07,2",99.5,
3859,2022-01-25 12:48:20,H03,"CT08,5",107.9,
3860,2022-01-25 12:48:23,H02,"CT05,5",101.3,
3861,2022-01-25 12:48:24,H03,"CT09,8",99.6,
3862,2022-01-25 12:48:34,H03,"CT10,11",97.3,
3863,2022-01-25 12:53:29,H01,"CT03,8",85.7,
3864,2022-01-25 13:02:54,H02,"CT04,2",110.6,
3865,2022-01-25 13:03:02,H03,"CT07,2",109.0,
3866,2022-01-25 13:03:05,H02,"CT05,5",109.9,
3867,2022-01-25 13:03:13,H03,"CT08,5",110.3,
3868,2022-01-25 13:03:24,H03,"CT09,8",103.9,
3869,2022-01-25 13:03:30,H02,"CT06,8",115.6,
3870,2022-01-25 13:03:35,H03,"CT10,11",99.6,
3871,2022-01-25 13:04:10,H01,"CT02,5",97.9,
3872,2022-01-25 13:17:39,H02,"CT04,2",114.7,
3873,2022-01-25 13:18:02,H03,"CT07,2",107.3,
3874,2022-01-25 13:18:14,H01,"CT02,5",61.6,
3875,2022-01-25 13:18:16,H03,"CT08,5",93.2,
3876,2022-01-25 13:18:24,H03,"CT09,8",98.3,
