수집시간,수집장비ID,축사번호,모듈ID,센서타입,측정값,센서시간
2021-06-28 22:35:54,GW01,1,00000001,humidity,83.17335,20210628223552
2021-06-28 22:35:54,GW01,1,00000001,nh3,18.31,20210628223552
2021-06-28 22:33:55,GW01,1,00000001,humidity,83.27793,20210628223352
2021-06-28 22:33:55,GW01,1,00000001,temp,24.4034,20210628223352
2021-06-28 22:31:54,GW01,1,00000001,co2,415.20,20210628223152
2021-06-28 22:31:54,GW01,1,00000001,nh3,18.41,20210628223152
2021-06-28 22:31:54,GW01,1,00000001,humidity,83.68497,20210628223152
2021-06-28 22:31:54,GW01,1,00000001,temp,24.38834,20210628223152
2021-06-28 22:29:55,GW01,1,00000001,co2,414.70,20210628222952
2021-06-28 22:29:55,GW01,1,00000001,nh3,17.88,20210628222952
2021-06-28 22:29:54,GW01,1,00000001,temp,24.38168,20210628222952
2021-06-28 22:29:54,GW01,1,00000001,humidity,83.76169,20210628222952
2021-06-28 22:27:57,GW01,1,00000001,nh3,17.44,20210628222752
2021-06-28 22:27:57,GW01,1,00000001,co2,414.28,20210628222752
2021-06-28 22:27:54,GW01,1,00000001,temp,24.38476,20210628222752
2021-06-28 22:27:54,GW01,1,00000001,humidity,83.61358,20210628222752
2021-06-28 22:25:55,GW01,1,00000001,temp,24.37835,20210628222552
2021-06-28 22:25:55,GW01,1,00000001,humidity,83.72997,20210628222552
2021-06-28 22:25:54,GW01,1,00000001,nh3,17.08,20210628222552
2021-06-28 22:25:54,GW01,1,00000001,co2,413.94,20210628222552
2021-06-28 22:23:54,GW01,1,00000001,humidity,83.71001,20210628222352
2021-06-28 22:23:54,GW01,1,00000001,temp,24.37668,20210628222352
2021-06-28 22:21:55,GW01,1,00000001,co2,413.80,20210628222152
2021-06-28 22:21:55,GW01,1,00000001,nh3,16.93,20210628222152
2021-06-28 22:21:54,GW01,1,00000001,humidity,83.96268,20210628222152
2021-06-28 22:21:54,GW01,1,00000001,temp,24.35255,20210628222152
2021-06-28 22:19:54,GW01,1,00000001,temp,24.36442,20210628221954
2021-06-28 22:19:54,GW01,1,00000001,humidity,84.09492,20210628221954
2021-06-28 22:17:55,GW01,1,00000001,humidity,84.28165,20210628221754
2021-06-28 22:17:55,GW01,1,00000001,temp,24.36668,20210628221754
2021-06-28 22:17:54,GW01,1,00000001,nh3,16.78,20210628221754
2021-06-28 22:17:54,GW01,1,00000001,co2,413.65,20210628221754
2021-06-28 22:15:55,GW01,1,00000001,humidity,84.28333,20210628221554
2021-06-28 22:15:55,GW01,1,00000001,temp,24.32334,20210628221554
2021-06-28 22:13:54,GW01,1,00000001,co2,414.21,20210628221354
2021-06-28 22:13:54,GW01,1,00000001,nh3,17.37,20210628221354
2021-06-28 22:11:55,GW01,1,00000001,temp,24.27459,20210628221154
2021-06-28 22:11:55,GW01,1,00000001,humidity,84.04071,20210628221154
2021-06-28 22:11:54,GW01,1,00000001,nh3,17.83,20210628221154
2021-06-28 22:11:54,GW01,1,00000001,co2,414.66,20210628221154
2021-06-28 22:09:54,GW01,1,00000001,nh3,18.58,20210628220954
2021-06-28 22:09:54,GW01,1,00000001,co2,415.37,20210628220954
2021-06-28 22:07:55,GW01,1,00000001,temp,24.21865,20210628220754
2021-06-28 22:07:55,GW01,1,00000001,humidity,84.5966,20210628220754
2021-06-28 22:07:54,GW01,1,00000001,nh3,19.06,20210628220754
2021-06-28 22:07:54,GW01,1,00000001,co2,415.83,20210628220754
2021-06-28 22:05:54,GW01,1,00000001,temp,24.18832,20210628220554
2021-06-28 22:05:54,GW01,1,00000001,humidity,85.34,20210628220554
2021-06-28 22:03:55,GW01,1,00000001,humidity,85.83669,20210628220354
2021-06-28 22:03:55,GW01,1,00000001,nh3,19.48,20210628220354
2021-06-28 22:03:55,GW01,1,00000001,co2,416.23,20210628220354
2021-06-28 22:03:55,GW01,1,00000001,temp,24.13666,20210628220354
2021-06-28 22:01:55,GW01,1,00000001,nh3,19.76,20210628220153
2021-06-28 22:01:55,GW01,1,00000001,co2,416.49,20210628220153
2021-06-28 22:01:54,GW01,1,00000001,humidity,85.96268,20210628220153
2021-06-28 22:01:54,GW01,1,00000001,temp,24.11185,20210628220153
2021-06-28 21:59:55,GW01,1,00000001,nh3,19.08,20210628215953
2021-06-28 21:59:55,GW01,1,00000001,co2,415.86,20210628215953
2021-06-28 21:59:54,GW01,1,00000001,temp,24.01666,20210628215953
2021-06-28 21:59:54,GW01,1,00000001,humidity,86.49333,20210628215953
2021-06-28 21:57:55,GW01,1,00000001,nh3,17.46,20210628215753
2021-06-28 21:57:55,GW01,1,00000001,temp,23.92501,20210628215753
2021-06-28 21:57:55,GW01,1,00000001,humidity,87.34168,20210628215753
2021-06-28 21:57:54,GW01,1,00000001,co2,414.37,20210628215753
2021-06-28 21:55:54,GW01,1,00000001,co2,413.91,20210628215553
2021-06-28 21:55:54,GW01,1,00000001,nh3,16.96,20210628215553
2021-06-28 21:53:55,GW01,1,00000001,temp,23.60339,20210628215353
2021-06-28 21:53:55,GW01,1,00000001,humidity,88.84065,20210628215353
2021-06-28 21:53:54,GW01,1,00000001,nh3,14.31,20210628215353
2021-06-28 21:53:54,GW01,1,00000001,co2,411.55,20210628215353
2021-06-28 21:51:56,GW01,1,00000001,humidity,89.81525,20210628215153
2021-06-28 21:51:56,GW01,1,00000001,temp,23.44915,20210628215153
2021-06-28 21:51:54,GW01,1,00000001,co2,409.18,20210628215153
2021-06-28 21:51:54,GW01,1,00000001,nh3,11.63,20210628215153
2021-06-28 21:49:55,GW01,1,00000001,humidity,90.85165,20210628214953
2021-06-28 21:49:55,GW01,1,00000001,temp,23.23668,20210628214953
2021-06-28 21:49:54,GW01,1,00000001,nh3,9.00,20210628214953
2021-06-28 21:49:54,GW01,1,00000001,co2,406.87,20210628214953
2021-06-28 21:47:54,GW01,1,00000001,humidity,91.40332,20210628214753
2021-06-28 21:47:54,GW01,1,00000001,temp,23.00333,20210628214753
2021-06-28 21:45:55,GW01,1,00000001,temp,22.76102,20210628214553
2021-06-28 21:45:55,GW01,1,00000001,humidity,91.7034,20210628214553
2021-06-28 21:45:54,GW01,1,00000001,co2,405.09,20210628214553
2021-06-28 21:45:54,GW01,1,00000001,nh3,7.00,20210628214553
2021-06-28 21:43:54,GW01,1,00000001,humidity,92.04478,20210628214353
2021-06-28 21:43:54,GW01,1,00000001,co2,403.42,20210628214353
2021-06-28 21:43:54,GW01,1,00000001,nh3,5.03,20210628214353
2021-06-28 21:43:54,GW01,1,00000001,temp,22.49827,20210628214353
2021-06-28 21:41:57,GW01,1,00000001,humidity,92.49004,20210628214153
2021-06-28 21:41:57,GW01,1,00000001,temp,22.22668,20210628214153
2021-06-28 21:39:55,GW01,1,00000001,temp,21.96167,20210628213953
2021-06-28 21:39:55,GW01,1,00000001,humidity,91.92833,20210628213953
2021-06-28 21:39:54,GW01,1,00000001,nh3,3.98,20210628213953
2021-06-28 21:39:54,GW01,1,00000001,co2,402.58,20210628213953
2021-06-28 21:37:55,GW01,1,00000001,temp,21.91334,20210628213753
2021-06-28 21:37:55,GW01,1,00000001,humidity,91.46996,20210628213753
2021-06-28 21:37:54,GW01,1,00000001,co2,402.47,20210628213753
2021-06-28 21:37:54,GW01,1,00000001,nh3,3.83,20210628213753
2021-06-28 21:35:55,GW01,1,00000001,temp,21.89835,20210628213553
2021-06-28 21:35:55,GW01,1,00000001,humidity,91.61503,20210628213553
2021-06-28 21:35:54,GW01,1,00000001,co2,402.43,20210628213553
2021-06-28 21:35:54,GW01,1,00000001,nh3,3.77,20210628213553
2021-06-28 21:33:54,GW01,1,00000001,temp,21.89168,20210628213353
2021-06-28 21:33:54,GW01,1,00000001,humidity,91.59502,20210628213353
2021-06-28 21:31:54,GW01,1,00000001,humidity,91.89335,20210628213153
2021-06-28 21:31:54,GW01,1,00000001,temp,21.825,20210628213153
2021-06-28 21:29:54,GW01,1,00000001,humidity,92.42329,20210628212953
2021-06-28 21:29:54,GW01,1,00000001,temp,21.71167,20210628212953
2021-06-28 21:29:54,GW01,1,00000001,co2,402.33,20210628212952
2021-06-28 21:29:54,GW01,1,00000001,nh3,3.65,20210628212952
2021-06-28 21:27:54,GW01,1,00000001,co2,402.30,20210628212752
2021-06-28 21:27:54,GW01,1,00000001,nh3,3.60,20210628212752
2021-06-28 21:25:55,GW01,1,00000001,humidity,92.31332,20210628212552
2021-06-28 21:25:55,GW01,1,00000001,temp,21.70166,20210628212552
2021-06-28 21:25:54,GW01,1,00000001,nh3,3.59,20210628212552
2021-06-28 21:25:54,GW01,1,00000001,co2,402.29,20210628212552
2021-06-28 21:23:54,GW01,1,00000001,temp,21.67457,20210628212352
2021-06-28 21:23:54,GW01,1,00000001,humidity,92.47456,20210628212352
2021-06-28 21:21:55,GW01,1,00000001,temp,21.7,20210628212152
2021-06-28 21:21:55,GW01,1,00000001,humidity,92.34912,20210628212152
2021-06-28 21:21:54,GW01,1,00000001,nh3,3.57,20210628212152
2021-06-28 21:21:54,GW01,1,00000001,co2,402.28,20210628212152
2021-06-28 21:19:55,GW01,1,00000001,temp,21.71,20210628211952
2021-06-28 21:19:55,GW01,1,00000001,humidity,92.1633,20210628211952
2021-06-28 21:19:54,GW01,1,00000001,nh3,3.54,20210628211952
2021-06-28 21:19:54,GW01,1,00000001,co2,402.26,20210628211952
2021-06-28 21:17:55,GW01,1,00000001,co2,402.24,20210628211752
2021-06-28 21:17:55,GW01,1,00000001,humidity,92.00834,20210628211752
2021-06-28 21:17:55,GW01,1,00000001,nh3,3.52,20210628211752
2021-06-28 21:17:55,GW01,1,00000001,temp,21.74666,20210628211752
2021-06-28 21:15:54,GW01,1,00000001,co2,402.21,20210628211552
2021-06-28 21:15:54,GW01,1,00000001,nh3,3.48,20210628211552
2021-06-28 21:13:55,GW01,1,00000001,nh3,3.46,20210628211352
2021-06-28 21:13:55,GW01,1,00000001,temp,21.77931,20210628211352
2021-06-28 21:13:55,GW01,1,00000001,co2,402.20,20210628211352
2021-06-28 21:13:55,GW01,1,00000001,humidity,91.74652,20210628211352
2021-06-28 21:11:54,GW01,1,00000001,nh3,3.47,20210628211154
2021-06-28 21:11:54,GW01,1,00000001,temp,21.78834,20210628211154
2021-06-28 21:11:54,GW01,1,00000001,humidity,91.57504,20210628211154
2021-06-28 21:11:54,GW01,1,00000001,co2,402.20,20210628211154
2021-06-28 21:09:55,GW01,1,00000001,nh3,3.42,20210628210954
2021-06-28 21:09:55,GW01,1,00000001,co2,402.16,20210628210954
2021-06-28 21:09:54,GW01,1,00000001,temp,21.78814,20210628210954
2021-06-28 21:09:54,GW01,1,00000001,humidity,91.13222,20210628210954
2021-06-28 21:07:54,GW01,1,00000001,nh3,3.36,20210628210754
2021-06-28 21:07:54,GW01,1,00000001,humidity,90.71356,20210628210754
2021-06-28 21:07:54,GW01,1,00000001,temp,21.86781,20210628210754
2021-06-28 21:07:54,GW01,1,00000001,co2,402.12,20210628210754
2021-06-28 21:05:55,GW01,1,00000001,co2,402.11,20210628210554
2021-06-28 21:05:55,GW01,1,00000001,humidity,90.56332,20210628210554
2021-06-28 21:05:55,GW01,1,00000001,nh3,3.34,20210628210554
2021-06-28 21:05:55,GW01,1,00000001,temp,21.89834,20210628210554
2021-06-28 21:03:56,GW01,1,00000001,co2,402.09,20210628210354
2021-06-28 21:03:56,GW01,1,00000001,nh3,3.31,20210628210354
2021-06-28 21:03:54,GW01,1,00000001,temp,21.85501,20210628210354
2021-06-28 21:03:54,GW01,1,00000001,humidity,90.68338,20210628210354
2021-06-28 21:01:55,GW01,1,00000001,nh3,3.29,20210628210154
2021-06-28 21:01:55,GW01,1,00000001,co2,402.07,20210628210154
2021-06-28 21:01:54,GW01,1,00000001,humidity,91.17288,20210628210154
2021-06-28 21:01:54,GW01,1,00000001,temp,21.79492,20210628210154
2021-06-28 20:59:54,GW01,1,00000001,co2,402.06,20210628205954
2021-06-28 20:59:54,GW01,1,00000001,nh3,3.27,20210628205954
2021-06-28 20:59:54,GW01,1,00000001,humidity,91.09838,20210628205954
2021-06-28 20:59:54,GW01,1,00000001,temp,21.805,20210628205954
2021-06-28 20:57:55,GW01,1,00000001,co2,402.00,20210628205754
2021-06-28 20:57:55,GW01,1,00000001,nh3,3.19,20210628205754
2021-06-28 20:57:54,GW01,1,00000001,temp,21.83668,20210628205754
2021-06-28 20:57:54,GW01,1,00000001,humidity,90.80331,20210628205754
2021-06-28 20:55:55,GW01,1,00000001,temp,21.91357,20210628205553
2021-06-28 20:55:55,GW01,1,00000001,humidity,90.2729,20210628205553
2021-06-28 20:55:54,GW01,1,00000001,co2,401.99,20210628205553
2021-06-28 20:55:54,GW01,1,00000001,nh3,3.18,20210628205553
2021-06-28 20:53:55,GW01,1,00000001,humidity,90.02543,20210628205353
2021-06-28 20:53:55,GW01,1,00000001,temp,21.92543,20210628205353
2021-06-28 20:53:54,GW01,1,00000001,co2,402.00,20210628205353
2021-06-28 20:53:54,GW01,1,00000001,nh3,3.19,20210628205353
2021-06-28 20:51:54,GW01,1,00000001,humidity,89.95998,20210628205153
2021-06-28 20:51:54,GW01,1,00000001,temp,22.01,20210628205153
2021-06-28 20:51:54,GW01,1,00000001,co2,401.98,20210628205153
2021-06-28 20:51:54,GW01,1,00000001,nh3,3.16,20210628205153
2021-06-28 20:49:55,GW01,1,00000001,temp,22.12372,20210628204953
2021-06-28 20:49:55,GW01,1,00000001,humidity,89.8288,20210628204953
2021-06-28 20:49:54,GW01,1,00000001,nh3,3.14,20210628204953
2021-06-28 20:49:54,GW01,1,00000001,co2,401.96,20210628204953
2021-06-28 20:47:57,GW01,1,00000001,temp,22.17667,20210628204753
2021-06-28 20:47:57,GW01,1,00000001,humidity,89.13001,20210628204753
2021-06-28 20:45:55,GW01,1,00000001,humidity,88.86331,20210628204553
2021-06-28 20:45:55,GW01,1,00000001,temp,22.28334,20210628204553
2021-06-28 20:45:54,GW01,1,00000001,nh3,3.12,20210628204553
2021-06-28 20:45:54,GW01,1,00000001,co2,401.95,20210628204553
2021-06-28 20:43:54,GW01,1,00000001,nh3,3.09,20210628204353
2021-06-28 20:43:54,GW01,1,00000001,co2,401.93,20210628204353
2021-06-28 20:43:54,GW01,1,00000001,temp,22.29667,20210628204353
2021-06-28 20:43:54,GW01,1,00000001,humidity,88.62338,20210628204353
2021-06-28 20:41:55,GW01,1,00000001,temp,22.215,20210628204153
2021-06-28 20:41:55,GW01,1,00000001,humidity,88.865,20210628204153
2021-06-28 20:41:54,GW01,1,00000001,co2,401.92,20210628204153
2021-06-28 20:41:54,GW01,1,00000001,nh3,3.08,20210628204153
2021-06-28 20:39:57,GW01,1,00000001,nh3,3.04,20210628203953
2021-06-28 20:39:57,GW01,1,00000001,co2,401.89,20210628203953
2021-06-28 20:37:55,GW01,1,00000001,co2,401.87,20210628203753
2021-06-28 20:37:55,GW01,1,00000001,nh3,3.02,20210628203753
2021-06-28 20:37:54,GW01,1,00000001,humidity,88.98101,20210628203753
2021-06-28 20:37:54,GW01,1,00000001,temp,22.19655,20210628203753
2021-06-28 20:35:55,GW01,1,00000001,temp,22.24499,20210628203553
2021-06-28 20:35:55,GW01,1,00000001,humidity,88.56664,20210628203553
2021-06-28 20:35:54,GW01,1,00000001,co2,401.85,20210628203553
2021-06-28 20:35:54,GW01,1,00000001,nh3,2.98,20210628203553
2021-06-28 20:33:55,GW01,1,00000001,nh3,2.97,20210628203353
2021-06-28 20:33:55,GW01,1,00000001,co2,401.84,20210628203353
2021-06-28 20:33:54,GW01,1,00000001,temp,22.32543,20210628203353
2021-06-28 20:33:54,GW01,1,00000001,humidity,87.49828,20210628203353
2021-06-28 20:31:55,GW01,1,00000001,co2,401.84,20210628203153
2021-06-28 20:31:55,GW01,1,00000001,nh3,2.97,20210628203153
2021-06-28 20:31:54,GW01,1,00000001,humidity,87.46549,20210628203153
2021-06-28 20:31:54,GW01,1,00000001,temp,22.46208,20210628203153
2021-06-28 20:29:55,GW01,1,00000001,humidity,87.14832,20210628202953
2021-06-28 20:29:55,GW01,1,00000001,temp,22.52833,20210628202953
2021-06-28 20:27:54,GW01,1,00000001,temp,22.61832,20210628202753
2021-06-28 20:27:54,GW01,1,00000001,humidity,86.24503,20210628202753
2021-06-28 20:27:54,GW01,1,00000001,co2,401.85,20210628202753
2021-06-28 20:27:54,GW01,1,00000001,nh3,2.98,20210628202753
2021-06-28 20:25:54,GW01,1,00000001,co2,401.85,20210628202553
2021-06-28 20:25:54,GW01,1,00000001,nh3,2.99,20210628202553
2021-06-28 20:25:54,GW01,1,00000001,humidity,86.05837,20210628202553
2021-06-28 20:25:54,GW01,1,00000001,temp,22.65333,20210628202553
2021-06-28 20:23:55,GW01,1,00000001,humidity,86.30663,20210628202353
2021-06-28 20:23:55,GW01,1,00000001,temp,22.72999,20210628202353
2021-06-28 20:21:55,GW01,1,00000001,temp,22.85835,20210628202152
2021-06-28 20:21:55,GW01,1,00000001,humidity,85.49331,20210628202152
2021-06-28 20:21:55,GW01,1,00000001,co2,401.88,20210628202152
2021-06-28 20:21:55,GW01,1,00000001,nh3,3.03,20210628202152
2021-06-28 20:19:55,GW01,1,00000001,humidity,85.45332,20210628201952
2021-06-28 20:19:55,GW01,1,00000001,temp,22.89501,20210628201952
2021-06-28 20:19:54,GW01,1,00000001,nh3,3.03,20210628201952
2021-06-28 20:19:54,GW01,1,00000001,co2,401.88,20210628201952
2021-06-28 20:17:54,GW01,1,00000001,co2,401.89,20210628201752
2021-06-28 20:17:54,GW01,1,00000001,humidity,85.47965,20210628201752
2021-06-28 20:17:54,GW01,1,00000001,nh3,3.04,20210628201752
2021-06-28 20:17:54,GW01,1,00000001,temp,22.85255,20210628201752
2021-06-28 20:15:54,GW01,1,00000001,humidity,85.42879,20210628201552
2021-06-28 20:15:54,GW01,1,00000001,co2,401.87,20210628201552
2021-06-28 20:15:54,GW01,1,00000001,nh3,3.01,20210628201552
2021-06-28 20:15:54,GW01,1,00000001,temp,22.92035,20210628201552
2021-06-28 20:13:55,GW01,1,00000001,nh3,2.99,20210628201352
2021-06-28 20:13:54,GW01,1,00000001,humidity,85.43725,20210628201352
2021-06-28 20:13:54,GW01,1,00000001,co2,401.86,20210628201352
2021-06-28 20:13:54,GW01,1,00000001,temp,22.99153,20210628201352
2021-06-28 20:11:54,GW01,1,00000001,nh3,2.98,20210628201152
2021-06-28 20:11:54,GW01,1,00000001,co2,401.85,20210628201152
2021-06-28 20:11:54,GW01,1,00000001,temp,23.00167,20210628201152
2021-06-28 20:11:54,GW01,1,00000001,humidity,85.47165,20210628201152
2021-06-28 20:09:54,GW01,1,00000001,co2,401.82,20210628200952
2021-06-28 20:09:54,GW01,1,00000001,nh3,2.95,20210628200952
2021-06-28 20:09:54,GW01,1,00000001,humidity,85.32166,20210628200952
2021-06-28 20:09:54,GW01,1,00000001,temp,23.015,20210628200952
2021-06-28 20:07:54,GW01,1,00000001,temp,23.02833,20210628200752
2021-06-28 20:07:54,GW01,1,00000001,humidity,85.08831,20210628200752
2021-06-28 20:05:56,GW01,1,00000001,humidity,84.80689,20210628200552
2021-06-28 20:05:56,GW01,1,00000001,temp,23.04999,20210628200552
2021-06-28 20:05:54,GW01,1,00000001,co2,401.73,20210628200552
2021-06-28 20:05:54,GW01,1,00000001,nh3,2.82,20210628200552
2021-06-28 20:03:54,GW01,1,00000001,humidity,84.21185,20210628200354
2021-06-28 20:03:54,GW01,1,00000001,temp,23.0644,20210628200354
2021-06-28 20:01:55,GW01,1,00000001,temp,23.14166,20210628200154
2021-06-28 20:01:55,GW01,1,00000001,humidity,84.43997,20210628200154
2021-06-28 20:01:54,GW01,1,00000001,nh3,2.78,20210628200154
2021-06-28 20:01:54,GW01,1,00000001,co2,401.70,20210628200154
2021-06-28 19:59:54,GW01,1,00000001,nh3,2.75,20210628195954
2021-06-28 19:59:54,GW01,1,00000001,co2,401.68,20210628195954
2021-06-28 19:57:54,GW01,1,00000001,nh3,2.72,20210628195754
2021-06-28 19:57:54,GW01,1,00000001,co2,401.66,20210628195754
2021-06-28 19:57:54,GW01,1,00000001,humidity,83.05668,20210628195754
2021-06-28 19:57:54,GW01,1,00000001,temp,23.46667,20210628195754
2021-06-28 19:55:56,GW01,1,00000001,humidity,81.64833,20210628195554
2021-06-28 19:55:56,GW01,1,00000001,temp,23.61666,20210628195554
2021-06-28 19:55:54,GW01,1,00000001,co2,401.62,20210628195554
2021-06-28 19:55:54,GW01,1,00000001,nh3,2.66,20210628195554
2021-06-28 19:53:55,GW01,1,00000001,nh3,2.60,20210628195354
2021-06-28 19:53:55,GW01,1,00000001,co2,401.58,20210628195354
2021-06-28 19:53:54,GW01,1,00000001,temp,23.70666,20210628195354
2021-06-28 19:53:54,GW01,1,00000001,humidity,80.29334,20210628195354
2021-06-28 19:51:54,GW01,1,00000001,nh3,2.58,20210628195154
2021-06-28 19:51:54,GW01,1,00000001,temp,23.75999,20210628195154
2021-06-28 19:51:54,GW01,1,00000001,humidity,79.57498,20210628195154
2021-06-28 19:51:54,GW01,1,00000001,co2,401.56,20210628195154
2021-06-28 19:49:55,GW01,1,00000001,humidity,79.22709,20210628194953
2021-06-28 19:49:55,GW01,1,00000001,temp,23.84068,20210628194953
2021-06-28 19:49:54,GW01,1,00000001,co2,401.56,20210628194953
2021-06-28 19:49:54,GW01,1,00000001,nh3,2.57,20210628194953
2021-06-28 19:47:54,GW01,1,00000001,humidity,78.54997,20210628194753
2021-06-28 19:47:54,GW01,1,00000001,co2,401.56,20210628194753
2021-06-28 19:47:54,GW01,1,00000001,nh3,2.57,20210628194753
2021-06-28 19:47:54,GW01,1,00000001,temp,23.97001,20210628194753
2021-06-28 19:45:54,GW01,1,00000001,nh3,2.54,20210628194553
2021-06-28 19:45:54,GW01,1,00000001,humidity,77.04334,20210628194553
2021-06-28 19:45:54,GW01,1,00000001,co2,401.54,20210628194553
2021-06-28 19:45:54,GW01,1,00000001,temp,24.09499,20210628194553
2021-06-28 19:43:54,GW01,1,00000001,temp,24.18474,20210628194353
2021-06-28 19:43:54,GW01,1,00000001,humidity,76.21523,20210628194353
2021-06-28 19:43:54,GW01,1,00000001,co2,401.52,20210628194353
2021-06-28 19:43:54,GW01,1,00000001,nh3,2.52,20210628194353
2021-06-28 19:41:55,GW01,1,00000001,temp,24.21833,20210628194153
2021-06-28 19:41:55,GW01,1,00000001,humidity,75.38166,20210628194153
2021-06-28 19:41:54,GW01,1,00000001,co2,401.50,20210628194153
2021-06-28 19:41:54,GW01,1,00000001,nh3,2.49,20210628194153
2021-06-28 19:39:54,GW01,1,00000001,co2,401.49,20210628193953
2021-06-28 19:39:54,GW01,1,00000001,temp,24.22,20210628193953
2021-06-28 19:39:54,GW01,1,00000001,nh3,2.48,20210628193953
2021-06-28 19:39:54,GW01,1,00000001,humidity,75.51001,20210628193953
2021-06-28 19:37:54,GW01,1,00000001,co2,401.49,20210628193753
2021-06-28 19:37:54,GW01,1,00000001,nh3,2.47,20210628193753
2021-06-28 19:37:54,GW01,1,00000001,humidity,75.32333,20210628193753
2021-06-28 19:37:54,GW01,1,00000001,temp,24.31668,20210628193753
2021-06-28 19:35:54,GW01,1,00000001,nh3,2.46,20210628193553
2021-06-28 19:35:54,GW01,1,00000001,co2,401.48,20210628193553
2021-06-28 19:33:56,GW01,1,00000001,nh3,2.44,20210628193353
2021-06-28 19:33:56,GW01,1,00000001,co2,401.47,20210628193353
2021-06-28 19:31:54,GW01,1,00000001,nh3,2.42,20210628193153
2021-06-28 19:31:54,GW01,1,00000001,co2,401.45,20210628193153
2021-06-28 19:29:54,GW01,1,00000001,humidity,72.41,20210628192953
2021-06-28 19:29:54,GW01,1,00000001,nh3,2.41,20210628192953
2021-06-28 19:29:54,GW01,1,00000001,co2,401.45,20210628192953
2021-06-28 19:29:54,GW01,1,00000001,temp,24.59166,20210628192953
2021-06-28 19:27:54,GW01,1,00000001,temp,24.69999,20210628192753
2021-06-28 19:27:54,GW01,1,00000001,humidity,71.52165,20210628192753
2021-06-28 19:27:54,GW01,1,00000001,co2,401.44,20210628192753
2021-06-28 19:27:54,GW01,1,00000001,nh3,2.40,20210628192753
2021-06-28 19:25:55,GW01,1,00000001,humidity,71.60499,20210628192553
2021-06-28 19:25:55,GW01,1,00000001,temp,24.65165,20210628192553
2021-06-28 19:25:54,GW01,1,00000001,nh3,2.39,20210628192553
2021-06-28 19:25:54,GW01,1,00000001,co2,401.43,20210628192553
2021-06-28 19:23:54,GW01,1,00000001,humidity,72.28502,20210628192353
2021-06-28 19:23:54,GW01,1,00000001,nh3,2.38,20210628192353
2021-06-28 19:23:54,GW01,1,00000001,co2,401.42,20210628192353
2021-06-28 19:23:54,GW01,1,00000001,temp,24.65499,20210628192353
2021-06-28 19:21:54,GW01,1,00000001,humidity,71.45833,20210628192153
2021-06-28 19:21:54,GW01,1,00000001,nh3,2.38,20210628192153
2021-06-28 19:21:54,GW01,1,00000001,temp,24.78167,20210628192153
2021-06-28 19:21:54,GW01,1,00000001,co2,401.42,20210628192153
2021-06-28 19:19:55,GW01,1,00000001,temp,24.76501,20210628191953
2021-06-28 19:19:55,GW01,1,00000001,humidity,70.76168,20210628191953
2021-06-28 19:17:54,GW01,1,00000001,nh3,2.42,20210628191753
2021-06-28 19:17:54,GW01,1,00000001,co2,401.45,20210628191753
2021-06-28 19:17:54,GW01,1,00000001,temp,24.76166,20210628191752
2021-06-28 19:17:54,GW01,1,00000001,humidity,71.00668,20210628191752
2021-06-28 19:15:55,GW01,1,00000001,temp,24.87501,20210628191552
2021-06-28 19:15:55,GW01,1,00000001,humidity,71.025,20210628191552
2021-06-28 19:13:54,GW01,1,00000001,co2,401.49,20210628191352
2021-06-28 19:13:54,GW01,1,00000001,nh3,2.48,20210628191352
2021-06-28 19:13:54,GW01,1,00000001,temp,24.97167,20210628191352
2021-06-28 19:13:54,GW01,1,00000001,humidity,70.33833,20210628191352
2021-06-28 19:11:54,GW01,1,00000001,temp,24.94168,20210628191152
2021-06-28 19:11:54,GW01,1,00000001,co2,401.52,20210628191152
2021-06-28 19:11:54,GW01,1,00000001,humidity,70.61497,20210628191152
2021-06-28 19:11:54,GW01,1,00000001,nh3,2.52,20210628191152
2021-06-28 19:09:54,GW01,1,00000001,co2,401.57,20210628190952
2021-06-28 19:09:54,GW01,1,00000001,nh3,2.59,20210628190952
2021-06-28 19:07:56,GW01,1,00000001,temp,25.01333,20210628190752
2021-06-28 19:07:56,GW01,1,00000001,humidity,70.45334,20210628190752
2021-06-28 19:07:54,GW01,1,00000001,co2,401.60,20210628190752
2021-06-28 19:07:54,GW01,1,00000001,nh3,2.63,20210628190752
2021-06-28 19:05:54,GW01,1,00000001,humidity,70.87332,20210628190552
2021-06-28 19:05:54,GW01,1,00000001,co2,401.62,20210628190552
2021-06-28 19:05:54,GW01,1,00000001,nh3,2.66,20210628190552
2021-06-28 19:05:54,GW01,1,00000001,temp,25.12499,20210628190552
2021-06-28 19:03:54,GW01,1,00000001,nh3,2.68,20210628190352
2021-06-28 19:03:54,GW01,1,00000001,humidity,70.82335,20210628190352
2021-06-28 19:03:54,GW01,1,00000001,temp,25.14499,20210628190352
2021-06-28 19:03:54,GW01,1,00000001,co2,401.63,20210628190352
2021-06-28 19:01:55,GW01,1,00000001,temp,25.26667,20210628190152
2021-06-28 19:01:55,GW01,1,00000001,humidity,70.71835,20210628190152
2021-06-28 19:01:54,GW01,1,00000001,co2,401.62,20210628190152
2021-06-28 19:01:54,GW01,1,00000001,nh3,2.66,20210628190152
2021-06-28 18:59:54,GW01,1,00000001,humidity,70.27164,20210628185952
2021-06-28 18:59:54,GW01,1,00000001,temp,25.31334,20210628185952
2021-06-28 18:57:54,GW01,1,00000001,co2,401.60,20210628185752
